YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,BAND_2A_DELIVERED,BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202304,QT1,Nottingham and Nottinghamshire ICB,1001030000,"Dr H S Thiara, Mrs R K Mattu",NG5 7ED,E01028209,7997,315146.42,462.6,0,0,114,54,15,0,6,33,0,382,1804,315146.42
202304,QOQ,Humber and North Yorkshire ICB,1001050000,Dental Logic Limited,HU10 7AA,E01013117,8624,240159.58,811.2,0,0,329,87,9,0,12,26,2,740,2879,240159.58
202304,QT1,Nottingham and Nottinghamshire ICB,1001090000,Whitecross Dental Care Limited,LE12 6PG,E01028389,20000,576516.91,1115.2,0,0,524,71,9,1,19,76,4,1901,4717,576516.91
202304,QWO,West Yorkshire ICB,1001110000,Bodental Practice,BD23 1RU,E01027581,670,19105.27,63,0,0,39,6,0,0,0,5,0,332,28,19105.27
202304,QYG,Cheshire and Merseyside ICB,1001220000,The Old Surgery Dental Practice Ltd,CW1 5EQ,E01018501,3300,202638.39,87,1,0,8,23,2,0,0,0,0,,346,202638.39
202304,QMM,Norfolk and Waveney ICB,1001280000,Rookwood Dental Practice,NR17 2BN,E01026449,3939,116518.17,279.4,0,0,127,46,1,0,0,7,1,484,1002,116518.17
202304,QOP,Greater Manchester ICB,1001340000,REVIVE DENTAL CARE LIMITED,M4 6EE,E01033663,5509,351496.93,344,0,0,51,25,10,0,12,20,0,159,863,351496.93
202304,QOQ,Humber and North Yorkshire ICB,1001350000,MR N TIBREWAL,HG4 1QW,E01027707,16464,533258.29,1156.4,0,0,414,99,45,2,11,62,0,1002,3760,533258.29
202304,QNQ,Frimley ICB,1001360000,MR JS KAILA,GU15 2HT,E01030800,11191,333134.23,537.6,0,27.4,211,51,16,0,5,28,0,343,2429,333134.23
202304,QWU,Coventry and Warwickshire ICB,1001380000,Longfellow Road Partnership,CV2 5HB,E01009614,49397,1366127.43,3140,1,0,1015,220,100,1,64,145,3,3348,12977,1366127.43
202304,QJ2,Derby and Derbyshire ICB,1001500000,Brimington Dental Practice,S43 1AD,E01019534,19709,618925.38,1575,0,0,545,200,44,0,14,25,0,1312,4780,618925.38
202304,QUA,Black Country ICB,1001620000,Jandu Dental Surgery,DY8 1EJ,E01009856,7200,178239.97,191.8,0,0,33,19,6,1,5,4,0,116,548,178239.97
202304,QUA,Black Country ICB,1001640000,Princes End Dental Practice,DY4 0UB,E01010033,4890,137443.29,543.2,0,0,65,22,36,3,16,16,0,786,673,137443.29
202304,QHL,Birmingham and Solihull ICB,1001650000,Family Dental Centre Partnership,B44 8LD,E01009230,17884,580002.36,1270.2,0,0,415,95,34,3,25,61,3,1492,4498,580002.36
202304,QNX,Sussex ICB,1001670000,ABC Dental Surgery Ltd,BN2 3LD,E01016890,13371,391652.76,1063,0,0,152,104,31,0,31,50,1,756,1800,391652.76
202304,QHM,North East and North Cumbria ICB,1001720000,No.1 Victoria Terrace Ltd,NE15 9EL,E01008405,4640,116351.17,349.2,1,0,85,49,15,0,3,6,0,297,878,116351.17
202304,QHL,Birmingham and Solihull ICB,1001730000,Hilltop Dental Spa,B31 2QT,E01009206,23164,730147.52,1609.2,0,0,444,152,36,2,33,86,5,1671,5846,730147.52
202304,QMF,North East London ICB,1001750000,Nilesh Patel,E20 1BX,E01033583,18000,366506.22,1001.4,0,0,239,52,21,1,11,287,1,1561,3586,366506.22
202304,QUA,Black Country ICB,1001760000,Mr S Merali,B64 7HU,E01009956,1700,45510.69,69.4,0,0,32,10,1,0,0,2,0,286,159,45510.69
202304,QJ2,Derby and Derbyshire ICB,1001800000,Chaddesden Dental Practice,DE21 6PE,E01013507,21628,638754.95,1430.4,0,0,500,173,32,0,17,32,0,961,4110,638754.95
202304,QJ2,Derby and Derbyshire ICB,1001910000,Nationwide Healthcare - Normanton Road Family Dental Centre,DE23 6WD,E01013484,1,1.17,,,,,,,,,,,,8,1.17
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1001940000,Chalfont St Peter Partnership,SL9 9AL,E01017755,1600,47341.48,115,0,0,71,8,1,0,1,0,0,457,212,47341.48
202304,QJ2,Derby and Derbyshire ICB,1001950000,TASK B LTD - T/A Dental Perfection,DE23 3TX,E01013541,10900,278745,473.2,2,0,273,31,4,0,7,6,0,903,2620,278745
202304,QT1,Nottingham and Nottinghamshire ICB,1001960000,Impressions Dental Care (Nottingham) Limited,NG16 2NH,E01028102,1354,37493.04,98.6,0,0,43,10,2,0,1,3,1,209,256,37493.04
202304,QT1,Nottingham and Nottinghamshire ICB,1002050000,Family Medical Centre (Green//Hanji),NG3 2FW,E01013954,26057,808798.65,1087.6,0,0,202,100,32,2,25,93,0,1914,6272,808798.65
202304,QE1,Lancashire and South Cumbria ICB,1002060000,Genix Healthcare Ltd,LA4 6ND,E01025164,19500,540521.55,1047.4,0,0,301,98,27,3,20,37,1,1879,3715,540521.55
202304,QMF,North East London ICB,1002070000,Preventdent Limited,E3 5ED,E01004226,20367,811585.49,1557.4,0,0,603,145,39,4,19,57,0,2904,3639,811585.49
202304,QT1,Nottingham and Nottinghamshire ICB,1002110000,Rivergreen Dental Practice,NG11 8AD,E01013897,14929,445002.98,1158.8,0,0,232,209,17,0,13,49,0,814,3128,445002.98
202304,QJM,Lincolnshire ICB,1002190000,Community Dental Services CIC,PE25 2BX,E01026078,3000,1369065.6,284.8,1,0,89,19,6,0,3,9,0,342,1037,1369065.6
202304,QE1,Lancashire and South Cumbria ICB,1002200000,Genix Healthcare Ltd,LA4 6ND,E01025164,9780,271092.34,78.2,0,0,5,4,3,0,3,1,0,35,114,271092.34
202304,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1002320000,"Sunita Naidoo, Rahendra Naidoo, Raahil Naidoo and Saroshen N",MK40 3HU,E01017469,7404,219602.55,435.6,0,133.2,121,33,19,0,8,18,0,848,2291,219602.55
202304,QOC,"Shropshire, Telford and Wrekin ICB",1002330000,Willow Street Dental Practice,SY11 1AD,E01028906,2110,62972.38,166.8,0,0,109,14,1,0,0,9,0,699,230,62972.38
202304,QJ2,Derby and Derbyshire ICB,1002360000,AJ Moore & Associates,NG10 4ER,E01019652,56788,1672886.72,2619.6,0,0,1038,262,48,1,32,128,5,2115,11880,1672886.72
202304,QJ2,Derby and Derbyshire ICB,1002380000,Heanor Dental Practice,DE75 7DT,E01019436,25773,890263.08,1770.6,0,0,636,177,38,3,26,63,2,1598,6436,890263.08
202304,QUA,Black Country ICB,1002670000,Dudley Road Dental Practice,WV2 3DN,E01010428,33459,1025404.09,2332.4,0,0,471,248,85,8,42,92,5,2177,4730,1025404.09
202304,QR1,Gloucestershire ICB,1002680000,Xeon Smiles UK Ltd,GL1 5JN,E01022328,500,12521.84,,,,,,,,,,,62,308,12521.84
202304,QT1,Nottingham and Nottinghamshire ICB,1002710000,"Peterson, Carr & Towlerton",NG25 0DN,E01028346,3100,81752.25,114.2,0,0,69,8,1,0,0,11,0,597,261,81752.25
202304,QJ2,Derby and Derbyshire ICB,1003050000,New Whittington Dental Practice,S43 2AH,E01019529,11213,414698.82,610.6,0,0,217,62,5,1,9,53,1,615,2551,414698.82
202304,QNQ,Frimley ICB,1003130000,OPTIMA CARE (MAIDENHEAD) Ltd,SL6 4DT,E01016537,7000,205162.04,709.4,2,112.6,206,72,27,0,7,57,0,1021,1941,205162.04
202304,QT1,Nottingham and Nottinghamshire ICB,1003150000,Tuckley and Seton,NG9 2BD,E01028075,2346,70047.75,228.4,0,0,129,22,5,0,0,7,0,1098,78,70047.75
202304,QT1,Nottingham and Nottinghamshire ICB,1003160000,Dr Mandeep Hampson,NG3 6LH,E01028163,17825,455374.94,1027.6,0,0,233,136,24,1,15,63,14,991,4397,455374.94
202304,QJ2,Derby and Derbyshire ICB,1003190000,Nationwide Healthcare Providers Ltd,DE55 4LP,E01019468,1,1.17,,,,,,,,,,,1,8,1.17
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003220000,Mr F Tahir,RG40 3RB,E01016640,13000,349553.86,637.4,0,0,299,52,18,0,5,27,0,1406,2450,349553.86
202304,QNQ,Frimley ICB,1003230000,Mr F Tahir,SL3 9EN,E01016564,12351,323337.61,900.4,0,0,301,111,22,1,9,32,0,1155,2544,323337.61
202304,QNC,Staffordshire and Stoke-on-Trent ICB,1003240000,Hughes & Owen Dental Care,DE14 3QZ,E01032898,1250,30115.62,114.4,0,0,61,11,3,0,0,2,0,474,58,30115.62
202304,QKS,Kent And Medway ICB,1003250000,Mr Waguih Maher Bishay,ME1 1HB,E01016110,3567,248227.54,400,0,0,0,80,32,0,0,0,0,25,498,1.17
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003330000,Dentalcare Limited,RG8 7LU,E01016314,14000,378886.01,314,72,0,252,37,4,0,0,15,0,474,2801,378886.01
202304,QJ2,Derby and Derbyshire ICB,1003340000,Chapel Dental Care,SK23 0EZ,E01019720,17496,907458.36,1249.6,0,0,517,133,33,2,8,48,1,1283,4166,907458.36
202304,QJ2,Derby and Derbyshire ICB,1003350000,Chapel Dental Care,SK23 0EZ,E01019720,0,1.17,,,,,,,,,,,,6,1.17
202304,QPM,Northamptonshire ICB,1003450000,Oradi Ltd.,NN8 4PW,E01027349,52783,1501302.45,1542.4,0,0,447,148,28,2,34,72,0,1825,8519,1501302.45
202304,QNC,Staffordshire and Stoke-on-Trent ICB,1003460000,Burton Family Dental Practice,DE13 0NU,E01029434,2400,58848.48,387.2,0,0,277,22,5,0,1,6,0,1286,100,58848.48
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003470000,PURESMILE EARLEY LTD,RG6 7HT,E01016668,14000,374325.03,693,1,0,220,83,15,0,8,45,2,1217,2606,374325.03
202304,QH8,Mid and South Essex ICB,1003480000,"E Harunani, M Kanani & M N Harunani",CO5 9JT,E01021402,15247,380153.19,656,0,0,178,38,38,3,10,25,0,1134,3395,380153.19
202304,QH8,Mid and South Essex ICB,1003490000,"E Harunani, M Kanani & M N Harunani",CM9 5BS,E01021890,17247,436153.19,803.8,0,0,143,47,40,0,16,94,1,791,2801,436153.19
202304,QK1,"Leicester, Leicestershire and Rutland ICB",1003510000,JDRM Dental Care Ltd,LE67 3WD,E01025930,15509,415032.81,957.8,1,0,341,103,17,3,10,49,3,1176,3720,415032.81
202304,QJM,Lincolnshire ICB,1003520000,OASIS DENTAL CARE LTD,NG34 7TW,E01026232,47000,1374235.47,710.6,0,0,125,72,10,4,14,88,0,571,4069,1374235.47
202304,QJM,Lincolnshire ICB,1003530000,Ishak Practices Limited,LN11 9ET,E01026089,20700,626202.08,1868,0,0,613,219,42,4,22,80,0,1426,4900,626202.08
202304,QJM,Lincolnshire ICB,1003540000,Ishak Practices Limited,LN6 8RZ,E01026141,25500,773188.52,1138.2,0,0,574,90,22,0,8,71,0,2063,5180,773188.52
202304,QJM,Lincolnshire ICB,1003550000,Ishak Practices Limited,DN21 2HD,E01026379,27308,826102.71,2183.2,0,0,649,265,39,1,29,146,3,1452,6379,826102.71
202304,QK1,"Leicester, Leicestershire and Rutland ICB",1003560000,Ishak Practices Limited,LE7 2HA,E01025756,10000,277497.57,565.2,0,0,286,39,1,0,10,31,0,936,2785,277497.57
202304,QJK,Devon ICB,1003570000,Peninsula Dental School,PL1 4JZ,E01015047,1,1148618.9,52.2,0,0,6,15,0,0,0,1,0,,59,1148618.9
202304,QRV,North West London ICB,1003580000,Dr Jeet Parekh and Mrs Mala Parekh,W2 3RX,E01004695,6000,188224.27,292.6,0,0,55,24,6,0,10,13,0,235,1357,188224.27
202304,QKS,Kent And Medway ICB,1003590000,Medway Dental Care Ltd,ME5 0TX,E01016173,6671,191877.4,550,0,0,131,76,10,3,10,0,0,777,1698,191877.4
202304,QT1,Nottingham and Nottinghamshire ICB,1003700000,Ishak Practices Limited,NG6 9DQ,E01013891,19000,589807.42,664.2,0,0,236,78,5,0,11,31,0,1130,2444,589807.42
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003740000,MR AF RAI,HP5 3EZ,E01017781,15000,365458.39,536.8,1,0,189,58,14,0,7,19,0,847,2573,365458.39
202304,QT1,Nottingham and Nottinghamshire ICB,1003760000,Rodericks Dental Limited,NG8 4PN,E01013868,16500,504372.36,1191.8,0,0,223,185,22,1,20,29,2,1020,2367,504372.36
202304,QT1,Nottingham and Nottinghamshire ICB,1003770000,Rodericks Dental Limited,NG6 8ET,E01013885,20500,612302.61,1056.8,0,0,166,90,63,1,20,29,1,897,2187,612302.61
202304,QT1,Nottingham and Nottinghamshire ICB,1003820000,Carlton Dental Care Limited,NG4 1JB,E01028160,0,38055.71,472,0,0,23,128,13,0,0,0,0,2,936,0.71
202304,QT1,Nottingham and Nottinghamshire ICB,1003830000,MR KS MISSAN,NG2 6HT,E01028374,0,11575.71,97,0,0,0,29,2,0,0,0,0,1,245,0.71
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003940000,Puresmile Marlow,SL7 3AN,E01017891,12000,292925.74,796.6,1,0,278,80,6,0,16,48,0,1187,2175,292925.74
202304,QWU,Coventry and Warwickshire ICB,1003950000,MR NJ GIBB,CV32 4LY,E01033253,15000,414501.1,1637.4,0,0,617,128,35,7,23,112,2,1585,4776,414501.1
202304,QGH,Herefordshire and Worcestershire ICB,1003970000,MR A PANDEY,DY11 7BQ,E01032470,26200,641688.41,1583.4,0,0,415,152,50,3,27,97,1,1636,5557,641688.41
202304,QGH,Herefordshire and Worcestershire ICB,1003990000,Malvern Spring Dental Practice Ltd,WR14 1AJ,E01032196,5000,122168.75,73.4,0,0,38,11,0,0,0,2,0,307,235,122168.75
202304,QUA,Black Country ICB,1004040000,New Road Dental Practice,WV13 2DA,E01010404,2000,48185,82.2,0,0,36,5,6,0,0,1,0,444,147,48185
202304,QUA,Black Country ICB,1004050000,Ravinder Kumar t/a OHC Dental Practice,B69 4DX,E01010017,6000,150093.04,224.6,0,0,63,23,13,0,2,3,1,433,1008,150093.04
202304,QGH,Herefordshire and Worcestershire ICB,1004060000,Gentle Dental Care (DROITWICH)LTD,WR9 8EF,E01032359,13850,354509.32,921,0,0,342,83,36,0,7,55,0,1278,3328,354509.32
202304,QGH,Herefordshire and Worcestershire ICB,1004070000,Gentle Dental Care (EVESHAM)LTD,WR5 2DL,E01032285,17200,432738.07,703.8,0,0,191,68,20,0,12,54,0,1308,3454,432738.07
202304,QGH,Herefordshire and Worcestershire ICB,1004080000,Gentle Dental Care (WORCESTER)LTD,WR5 2DL,E01032285,30000,754775.68,1307.6,5,0,386,103,20,5,32,79,1,2407,5804,754775.68
202304,QE1,Lancashire and South Cumbria ICB,1004210000,Dr D Hammond,FY1 3ER,E01012737,0,31136.27,,,,,,,,,,,,,31135.1
202304,QT1,Nottingham and Nottinghamshire ICB,1004280000,JDSP Dental Limited,NG12 5AA,E01028383,0,3960.71,68,0,0,2,22,0,0,0,0,0,,70,0.71
202304,QGH,Herefordshire and Worcestershire ICB,1004300000,MR T MOODLEY,B97 5SF,E01032270,10000,253063.83,288.2,0,87.4,126,30,1,0,5,6,0,509,1401,253063.83
202304,QGH,Herefordshire and Worcestershire ICB,1004310000,OASIS DENTAL CARE LTD,B97 4RH,E01032238,16078,392845.81,718.2,0,0,200,61,32,0,8,61,0,870,3075,392845.81
202304,QWU,Coventry and Warwickshire ICB,1004350000,MR DJ LANGMAN,CV37 6LW,E01031234,5000,142530.19,338.8,0,0,116,46,5,0,3,19,1,173,1485,142530.19
202304,QJ2,Derby and Derbyshire ICB,1004400000,Rodericks Dental Ltd,DE56 1WN,E01019407,0,8615.71,39,0,0,2,9,2,0,0,0,0,1,154,0.71
202304,QJ2,Derby and Derbyshire ICB,1004440000,Etwall Dental Practice Ltd (IMOS),DE65 6LP,E01019840,0,38480.71,547.4,0,0,2,161,12,0,0,2,0,4,570,0.71
202304,QF7,South Yorkshire ICB,1004450000,Dental Directions,S5 8BE,E01008123,1,1.17,186,0,0,52,17,1,0,5,15,0,322,525,1.17
202304,QJ2,Derby and Derbyshire ICB,1004470000,Stephen Shaffery -The Dove Dental,DE1 2GJ,E01013480,0,13145.71,156,0,0,0,41,6,0,0,0,0,1,354,0.71
202304,QT1,Nottingham and Nottinghamshire ICB,1004480000,The Ropewalk Dental,NG1 5DW,E01032522,0,12110.71,201,0,0,0,62,3,0,0,0,0,,267,0.71
202304,QWU,Coventry and Warwickshire ICB,1004490000,Neha Sadhev,CV37 8TA,E01031212,8000,228048.32,313.4,0,0,80,42,3,0,6,17,0,722,1698,228048.32
202304,QGH,Herefordshire and Worcestershire ICB,1004500000,OASIS DENTAL CARE LTD,HR9 5HB,E01014066,6000,153583.56,,,,,,,,,,,31,211,153583.56
202304,QUA,Black Country ICB,1004590000,Richmond House Dental Practice,DY8 4BU,E01009731,8918,295566.66,1102.8,0,0,262,68,28,0,37,44,0,621,1893,295566.66
202304,QUA,Black Country ICB,1004630000,MR SB MAHALEKAM,WS3 1BZ,E01010283,2000,48185,14,0,0,1,1,2,0,0,0,0,201,414,48185
202304,QUA,Black Country ICB,1004650000,Dr Sapna Hanji Chandrashekar,WS1 1QJ,E01010371,2000,50682.58,98.6,0,0,13,11,5,0,2,3,0,170,377,50682.58
202304,QK1,"Leicester, Leicestershire and Rutland ICB",1004660000,Bowling Green Dental Care Ltd,LE3 2FU,E01032867,13558,386476.42,886.4,1,0,260,62,35,0,17,42,1,1003,2870,386476.42
202304,QJ2,Derby and Derbyshire ICB,1004670000,Derby Raynesway Partnership,DE24 0DW,E01013477,631,22203.19,36.6,0,0,21,4,0,0,0,3,0,316,185,22203.19
202304,QNQ,Frimley ICB,1004720000,Rodericks Dental Limited,SL6 9BR,E01016532,18000,533209.16,1257.2,0,0,426,105,45,2,20,26,0,1591,4608,533209.16
202304,QNX,Sussex ICB,1004760000,Jayne Withinshaw Limited,RH20 2BP,E01031662,4950,138644.06,345.8,0,0,199,29,5,0,2,9,0,535,1129,138644.06
202304,QNX,Sussex ICB,1004770000,Knights Dental Surgery Limited,PO21 5HG,E01031406,1140,34075.32,43,0,0,37,2,0,0,0,0,0,201,66,34075.32
202304,QK1,"Leicester, Leicestershire and Rutland ICB",1004780000,Rodericks Dental Limited,LE4 1ET,E01013619,13122,394207.09,997.6,0,188,311,121,37,0,5,63,3,1529,3424,394207.09
202304,QRV,North West London ICB,1004850000,Harrow Road Dental Practice,W9 3RA,E01004755,3000,92100.37,24.2,0,0,23,0,0,0,0,1,0,146,296,92100.37
202304,QOC,"Shropshire, Telford and Wrekin ICB",1004860000,New Park House Dental Centre,SY3 7FA,E01028984,3750,118946.06,240.8,0,0,135,26,1,0,1,4,1,877,342,118946.06
202304,QRV,North West London ICB,1004880000,Sharareh Naghibi and Barry Lanesman,W2 3PH,E01004694,6000,178618.9,450,0,0,21,10,17,2,25,0,0,3,1085,178618.9
202304,QWO,West Yorkshire ICB,1004900000,Mr Imtiaz Khajwal,HD8 9HR,E01011110,6899,227330.03,261.2,0,0,125,25,6,0,2,6,0,380,1672,227330.03
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005060000,Rodericks Dental Limited,HP12 4JN,E01017912,15000,453246.04,744.6,0,0,215,57,29,0,14,38,0,1682,3307,453246.04
202304,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005080000,Aspire Dental Care Limited,HP7 9PH,E01017775,12000,350779.15,744,0,0,258,69,19,0,11,40,1,1033,2849,350779.15
202304,QYG,Cheshire and Merseyside ICB,1005210000,Wirral Community Trust,CH46 2QQ,E01007204,5355,187802.73,193,0,0,23,26,4,0,5,5,0,323,703,187802.73
202304,QOP,Greater Manchester ICB,1005540000,Shaw Family Dental Practice Partnership,OL2 8NH,E01005447,29628,1033582.86,1844.8,0,0,518,172,79,4,21,109,2,1795,5038,1033582.86
202304,QT1,Nottingham and Nottinghamshire ICB,1005550000,Southwell Dental Care,NG25 0BH,E01028346,1,1.15,,,,,,,,,,,,,1.15
202304,QWE,South West London ICB,1005720000,The Royal Hospital for Neuro-disability Dental Practice,SW15 3SW,E01004628,1,187286.8,,,,,,,,,,,,,187286.8
202304,QNC,Staffordshire and Stoke-on-Trent ICB,1005740000,Primecare Oral Heatlh Services Ltd,ST4 1AT,E01014293,23000,672062.11,1693.2,0,0,281,195,63,7,30,86,0,1474,5203,672062.11
202304,QOQ,Humber and North Yorkshire ICB,1005940000,The Dental Design Studio,DN16 2AA,E01013316,13000,377990.1,69,0,0,43,5,1,0,0,5,0,1151,1997,377990.1
202304,QNQ,Frimley ICB,1005960000,Dr Paul Nicholas Mamak,GU16 6LE,E01030770,2904,84111.5,356,0,0,113,25,18,0,6,5,0,460,484,84111.5
202304,QUA,Black Country ICB,1006000000,New Light DA Limited,WS8 6EQ,E01010306,2000,51194.53,36.8,0,0,0,5,1,0,1,4,0,128,363,51194.53
202304,QRV,North West London ICB,1006030000,Ramesh Siva,SW1V 3HD,E01004668,7000,201747.39,728.4,0,0,114,83,17,0,18,52,2,623,1913,201747.39
202304,QOP,Greater Manchester ICB,1006060000,REVIVE DENTAL CARE LIMITED,M3 6BZ,E01032906,5495,164373.38,391.8,0,0,88,26,9,2,11,29,0,292,1330,164373.38
202304,QOP,Greater Manchester ICB,1006070000,R Rattan & M Naylor Partnership,BL3 1HH,E01004911,5342,164373.38,292,0,0,97,36,9,0,2,15,0,403,662,164373.38
202304,QR1,Gloucestershire ICB,1006160000,Rodericks Dental Limited,GL52 2LZ,E01022102,24000,690238.39,872.8,0,0,349,88,11,2,9,54,0,1122,4321,690238.39
202304,QRV,North West London ICB,1006170000,S & Y Golar,W2 3BP,E01004682,12000,371971.21,380.8,0,0,18,23,17,0,14,34,0,205,1620,371971.21
202304,QR1,Gloucestershire ICB,1006180000,Rodericks Dental Limited,GL2 4AL,E01032933,24000,690238.39,258.2,1,3,80,28,3,0,4,26,0,276,3042,690238.39
202304,QUA,Black Country ICB,1006220000,Dr Sudhakar Damodaraswamy,DY3 3TA,E01009896,6811,252925.14,585.6,0,0,167,61,24,1,7,18,3,368,1839,252925.14
