YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,BAND_2A_DELIVERED ,BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202309,QT6,Cornwall and the Isles Of Scilly ICB,1000830000,PCH Dental CIC,TR18 3PE,E01018997,10946,346400.22,173.2,0,0,67,13,1,0,3,21,1,295,1024,346400.22
202309,QHL,Birmingham and Solihull ICB,1000850000,Broadway Dental Suite,B18 7BA,E01009141,11239,406584,802.8,0,0,93,90,40,1,15,44,0,651,2431,406584
202309,QRL,Hampshire and Isle Of Wight ICB,1000890000,Hilsea Dental Care Ltd,PO2 9HE,E01017087,17002,437776.28,841.4,0,0,136,80,42,1,18,27,0,694,2266,437776.28
202309,QYG,Cheshire and Merseyside ICB,1000960000,Care (Lancashire) Ltd,L20 3EF,E01007009,24000,720697.85,393,0,0,0,5,10,46,0,5,0,314,751,720697.85
202309,QT1,Nottingham and Nottinghamshire ICB,1001010000,Brookview Dental Care,LE12 6JG,E01028387,1000,33840.72,67.2,0,0,35,7,2,0,0,1,0,213,175,33840.72
202309,QT1,Nottingham and Nottinghamshire ICB,1001030000,"Dr H S Thiara, Mrs R K Mattu",NG5 7ED,E01028209,7997,315146.42,810.8,0,0,207,78,28,2,14,39,1,431,2014,315146.42
202309,QOQ,Humber and North Yorkshire ICB,1001050000,Dental Logic Limited,HU10 7AA,E01013117,8624,240159.58,764.4,0,0,367,82,14,0,5,17,1,750,2880,240159.58
202309,QT1,Nottingham and Nottinghamshire ICB,1001090000,Whitecross Dental Care Limited,LE12 6PG,E01028389,20000,576516.91,1609,0,0,671,132,26,8,24,55,2,2032,4707,576516.91
202309,QWO,West Yorkshire ICB,1001110000,Bodental Practice,BD23 1RU,E01027581,670,19105.27,65.2,0,0,38,5,1,0,0,6,0,373,42,19105.27
202309,QYG,Cheshire and Merseyside ICB,1001220000,The Old Surgery Dental Practice Ltd,CW1 5EQ,E01018501,3300,202638.39,130,0,0,16,33,3,0,0,0,0,3,340,202638.39
202309,QMM,Norfolk and Waveney ICB,1001280000,Rookwood Dental Practice,NR17 2BN,E01026449,3939,116518.17,305.2,0,0,153,25,2,0,5,6,0,496,992,116518.17
202309,QOP,Greater Manchester ICB,1001340000,REVIVE DENTAL CARE LIMITED,M4 6EE,E01033663,5509,372586.75,475.2,0,0,62,28,26,0,15,16,0,173,897,372586.75
202309,QOQ,Humber and North Yorkshire ICB,1001350000,MR N TIBREWAL,HG4 1QW,E01027707,16464,533258.29,1569,0,0,450,156,45,1,24,105,5,1075,4094,533258.29
202309,QNQ,Frimley ICB,1001360000,MR JS KAILA,GU15 2HT,E01030800,11191,333134.23,692.6,0,29,203,52,19,6,13,33,1,365,2485,333134.23
202309,QWU,Coventry and Warwickshire ICB,1001380000,Longfellow Road Partnership,CV2 5HB,E01009614,49397,1366127.43,3712.4,0,0,1138,336,102,5,54,287,7,3765,13384,1366127.43
202309,QJ2,Derby and Derbyshire ICB,1001500000,Brimington Dental Practice,S43 1AD,E01019534,21209,664390.38,1764.2,0,0,603,227,44,1,19,21,0,1387,5151,664390.38
202309,QUA,Black Country ICB,1001620000,Jandu Dental Surgery,DY8 1EJ,E01009856,7200,178239.97,72.2,0,0,26,8,3,0,0,6,0,98,462,178239.97
202309,QUA,Black Country ICB,1001640000,Princes End Dental Practice,DY4 0UB,E01010033,4890,137443.29,369.6,0,0,67,24,14,1,12,8,0,818,701,137443.29
202309,QHL,Birmingham and Solihull ICB,1001650000,Family Dental Centre Partnership,B44 8LD,E01009230,17884,580002.36,1550,1,0,579,145,32,3,23,66,1,1706,4543,580002.36
202309,QNX,Sussex ICB,1001670000,ABC Dental Surgery Ltd,BN2 3LD,E01016890,13371,391652.76,1214,0,0,190,120,50,0,29,45,1,776,1820,391652.76
202309,QHM,North East and North Cumbria ICB,1001720000,No.1 Victoria Terrace Ltd,NE15 9EL,E01008405,5140,131551.17,296.2,0,0,67,43,9,0,4,6,1,343,851,131551.17
202309,QHL,Birmingham and Solihull ICB,1001730000,Hilltop Dental Spa,B31 2QT,E01009206,23164,730147.52,1772,0,43.6,564,159,31,2,33,115,6,1697,5991,730147.52
202309,QMF,North East London ICB,1001750000,Nilesh Patel,E20 1BX,E01033583,18000,523580.33,987.8,0,0,265,60,14,0,22,174,0,1625,3592,523580.33
202309,QUA,Black Country ICB,1001760000,Mr S Merali,B64 7HU,E01009956,1700,45510.69,182,0,0,52,17,5,0,4,5,0,264,142,45510.69
202309,QJ2,Derby and Derbyshire ICB,1001800000,Chaddesden Dental Practice,DE21 6PE,E01013507,21628,638754.95,1572,0,0,559,160,51,0,17,60,2,997,4089,638754.95
202309,QJ2,Derby and Derbyshire ICB,1001910000,Nationwide Healthcare - Normanton Road Family Dental Centre,DE23 6WD,E01013484,1,1.17,1.2,0,0,0,0,0,0,0,1,0,,11,1.17
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1001940000,Chalfont St Peter Partnership,SL9 9AL,E01017755,1600,47341.48,96.4,0,0,54,2,2,0,2,2,0,471,205,47341.48
202309,QJ2,Derby and Derbyshire ICB,1001950000,TASK B LTD - T/A Dental Perfection,DE23 3TX,E01013541,10900,278745,697,0,0,230,30,13,0,24,20,0,910,2566,278745
202309,QT1,Nottingham and Nottinghamshire ICB,1001960000,Impressions Dental Care (Nottingham) Limited,NG16 2NH,E01028102,1354,37493.04,91.6,0,0,59,8,1,0,0,3,0,199,269,37493.04
202309,QT1,Nottingham and Nottinghamshire ICB,1002050000,Family Medical Centre (Green//Hanji),NG3 2FW,E01013954,26057,808798.65,815.6,0,0,174,89,13,0,12,128,1,1747,6040,808798.65
202309,QE1,Lancashire and South Cumbria ICB,1002060000,Genix Healthcare Ltd,LA4 6ND,E01025164,19500,540521.55,2100,1,60,652,207,94,5,25,20,1,2073,3673,540521.55
202309,QMF,North East London ICB,1002070000,Preventdent Limited,E3 5ED,E01004226,20367,811585.49,1548.8,0,0,509,114,34,1,36,74,0,3128,3671,811585.49
202309,QT1,Nottingham and Nottinghamshire ICB,1002110000,Rivergreen Dental Practice,NG11 8AD,E01013897,14929,445002.98,1298.4,0,0,214,203,36,2,17,42,5,877,3134,445002.98
202309,QJM,Lincolnshire ICB,1002190000,Community Dental Services CIC,LN6 9BA,E01026093,3000,1369065.6,323.2,0,0,98,36,11,0,0,16,2,412,1229,1369065.6
202309,QE1,Lancashire and South Cumbria ICB,1002200000,Genix Healthcare Ltd,LA4 6ND,E01025164,9780,271092.34,52.6,0,0,15,4,3,1,0,3,0,35,123,271092.34
202309,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1002320000,"Sunita Naidoo, Rahendra Naidoo, Raahil Naidoo and Saroshen N",MK40 3HU,E01017469,7404,219602.55,716.8,2,22.6,211,58,27,0,14,24,0,922,2422,219602.55
202309,QOC,"Shropshire, Telford and Wrekin ICB",1002330000,Willow Street Dental Practice,SY11 1AD,E01028906,2110,62972.38,138.2,0,0,104,7,1,1,0,1,1,676,230,62972.38
202309,QJ2,Derby and Derbyshire ICB,1002360000,AJ Moore & Associates,NG10 4ER,E01019652,56788,1672886.72,2451.2,0,0,1060,246,48,2,25,71,3,2018,11589,1672886.72
202309,QJ2,Derby and Derbyshire ICB,1002380000,Heanor Dental Practice,DE75 7DT,E01019436,25773,890263.08,2316.6,0,0,853,215,59,4,34,68,6,1683,6470,890263.08
202309,QUA,Black Country ICB,1002670000,Dudley Road Dental Practice,WV2 3DN,E01010428,33459,1025404.09,2394.4,0,0,520,275,95,2,37,82,8,2585,4698,1025404.09
202309,QT1,Nottingham and Nottinghamshire ICB,1002710000,"Peterson, Carr & Towlerton",NG25 0DN,E01028346,3100,81752.25,188.4,0,0,83,23,2,0,1,12,0,589,269,81752.25
202309,QJ2,Derby and Derbyshire ICB,1003050000,New Whittington Dental Practice,S43 2AH,E01019529,11213,414698.82,757.2,0,0,239,98,12,0,9,46,1,595,2574,414698.82
202309,QNQ,Frimley ICB,1003130000,OPTIMA CARE (MAIDENHEAD) Ltd,SL6 4DT,E01016537,7000,205162.04,678,0,43,180,42,26,2,14,50,0,1030,2101,205162.04
202309,QT1,Nottingham and Nottinghamshire ICB,1003150000,Tuckley and Seton,NG9 2BD,E01028075,2346,70047.75,248,0,0,137,16,9,0,1,5,0,1068,99,70047.75
202309,QT1,Nottingham and Nottinghamshire ICB,1003160000,Dr Mandeep Hampson,NG3 6LH,E01028163,17825,455374.94,1244,0,0,363,127,26,3,23,60,8,998,4442,455374.94
202309,QJ2,Derby and Derbyshire ICB,1003190000,Nationwide Healthcare Providers Ltd,DE55 4LP,E01019468,1,1.17,3.4,0,0,1,0,0,0,0,2,0,2,19,1.17
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003220000,Mr F Tahir,RG40 3RB,E01016640,13000,349553.86,1114,0,0,554,76,33,4,8,35,1,1562,2310,349553.86
202309,QNQ,Frimley ICB,1003230000,Mr F Tahir,SL3 9EN,E01016564,12351,323337.61,853.8,0,0,316,117,16,0,6,29,0,1205,2464,323337.61
202309,QNC,Staffordshire and Stoke-on-Trent ICB,1003240000,Hughes & Owen Dental Care,DE14 3QZ,E01032898,1250,30115.62,102.2,0,0,67,8,2,0,0,1,0,504,63,30115.62
202309,QKS,Kent And Medway ICB,1003250000,Mr Waguih Maher Bishay,ME1 1HB,E01016110,3567,248227.37,430.2,0,0,0,88,33,0,0,1,0,23,466,1
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003330000,Dentalcare Limited,RG8 7LU,E01016314,14000,378886.01,777.6,1,0,316,77,30,0,4,28,0,392,2636,378886.01
202309,QJ2,Derby and Derbyshire ICB,1003340000,Chapel Dental Care,SK23 0EZ,E01019720,17496,907458.36,1448.4,2,0,627,132,28,1,19,42,2,1319,4240,907458.36
202309,QJ2,Derby and Derbyshire ICB,1003350000,Chapel Dental Care,SK23 0EZ,E01019720,0,1.17,8.2,0,0,2,0,1,0,0,1,0,,11,1.17
202309,QPM,Northamptonshire ICB,1003450000,Oradi Ltd.,NN8 4PW,E01027349,52783,1501302.45,1323,0,0,455,127,25,2,23,60,0,1713,6891,1501302.45
202309,QNC,Staffordshire and Stoke-on-Trent ICB,1003460000,Burton Family Dental Practice,DE13 0NU,E01029434,2675,66754.73,173.4,0,0,93,14,6,0,0,7,0,1297,109,66754.73
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003470000,PURESMILE EARLEY LTD,RG6 7HT,E01016668,14000,374325.03,746.6,0,0,122,86,36,0,12,33,0,1137,2580,374325.03
202309,QH8,Mid and South Essex ICB,1003480000,"E Harunani, M Kanani & M N Harunani",CO5 9JT,E01021402,15247,429653.19,1124.6,0,0,239,62,50,2,34,23,0,1147,3317,380153.19
202309,QH8,Mid and South Essex ICB,1003490000,"E Harunani, M Kanani & M N Harunani",CM9 5BS,E01021890,17247,436153.19,1408.2,1,0,197,61,58,0,51,106,0,829,3016,436153.19
202309,QK1,"Leicester, Leicestershire and Rutland ICB",1003510000,JDRM Dental Care Ltd,LE67 3WD,E01025930,15509,415032.81,838.2,0,0,362,78,12,1,8,61,3,1127,3738,415032.81
202309,QJM,Lincolnshire ICB,1003520000,OASIS DENTAL CARE LTD,NG34 7TW,E01026232,47000,1374235.47,778.4,0,0,65,60,14,4,28,82,1,558,3250,1374235.47
202309,QJM,Lincolnshire ICB,1003530000,Ishak Practices Limited,LN11 9ET,E01026089,20700,626202.08,1466.2,0,0,584,163,18,1,20,46,1,1525,5027,626202.08
202309,QJM,Lincolnshire ICB,1003540000,Ishak Practices Limited,LN6 8RZ,E01026141,25500,773188.52,1586,1,0,610,129,34,6,23,85,0,2150,5148,773188.52
202309,QJM,Lincolnshire ICB,1003550000,Ishak Practices Limited,DN21 2HD,E01026379,27308,826102.71,1208.4,0,0,390,167,15,0,9,112,0,1478,6206,826102.71
202309,QK1,"Leicester, Leicestershire and Rutland ICB",1003560000,Ishak Practices Limited,LE7 2HA,E01025756,10000,277497.57,529.4,1,0,294,33,3,0,7,22,1,916,2735,277497.57
202309,QJK,Devon ICB,1003570000,Peninsula Dental School,PL1 4JZ,E01015047,1,1225193.49,58,0,0,10,16,0,0,0,0,0,,135,1148618.9
202309,QRV,North West London ICB,1003580000,Dr Jeet Parekh and Mrs Mala Parekh,W2 3JH,E01004695,6000,188224.27,362.2,1,0,78,25,7,0,13,16,0,239,1210,188224.27
202309,QKS,Kent And Medway ICB,1003590000,Medway Dental Care Ltd,ME5 0TX,E01016173,6671,191877.4,217,0,0,89,26,3,5,0,0,0,766,1693,191877.4
202309,QT1,Nottingham and Nottinghamshire ICB,1003700000,Ishak Practices Limited,NG6 9DQ,E01013891,19000,589807.42,761.2,0,0,164,89,19,0,18,16,0,1099,2181,589807.42
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003740000,MR AF RAI,HP5 3EZ,E01017781,15000,365458.39,333.2,2,0,134,40,4,0,3,21,0,831,2373,365458.39
202309,QT1,Nottingham and Nottinghamshire ICB,1003760000,Rodericks Dental Limited,NG8 4PN,E01013868,16500,504372.36,1286.8,0,0,258,197,37,2,15,49,0,1098,2271,504372.36
202309,QT1,Nottingham and Nottinghamshire ICB,1003770000,Rodericks Dental Limited,NG6 8ET,E01013885,20500,612302.61,1062.4,0,0,207,79,91,1,11,17,1,1024,2029,612302.61
202309,QT1,Nottingham and Nottinghamshire ICB,1003820000,Carlton Dental Care Limited,NG4 1JB,E01028160,0,177805.71,513,0,0,13,150,10,0,0,0,0,1,860,0.71
202309,QT1,Nottingham and Nottinghamshire ICB,1003830000,MR KS MISSAN,NG2 6HT,E01028374,0,45580.71,158,0,0,1,44,5,0,0,0,0,,270,0.71
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003940000,Puresmile Marlow,SL7 3AN,E01017891,12000,292925.74,814.2,0,0,234,97,14,2,11,61,1,1062,2167,292925.74
202309,QWU,Coventry and Warwickshire ICB,1003950000,MR NJ GIBB,CV32 4LY,E01033253,15000,414501.1,1100,0,0,453,92,14,12,12,60,1,1538,4780,414501.1
202309,QGH,Herefordshire and Worcestershire ICB,1003970000,MR A PANDEY,DY11 7BQ,E01032470,26200,641688.41,2103.2,1,0,540,173,51,4,54,86,2,1703,5504,641688.41
202309,QGH,Herefordshire and Worcestershire ICB,1003990000,Malvern Spring Dental Practice Ltd,WR14 1AJ,E01032196,5000,122168.75,296.6,0,0,50,23,6,0,12,3,0,442,274,122168.75
202309,QUA,Black Country ICB,1004040000,New Road Dental Practice,WV13 2DA,E01010404,2000,48185,61.2,0,0,33,4,3,0,0,1,0,328,91,48185
202309,QUA,Black Country ICB,1004050000,Ravinder Kumar t/a OHC Dental Practice,B69 4DX,E01010017,6000,150093.04,427.2,0,0,82,31,31,0,7,11,0,447,1030,150093.04
202309,QGH,Herefordshire and Worcestershire ICB,1004060000,Gentle Dental Care (DROITWICH)LTD,WR9 8EF,E01032359,13850,354509.32,1105.4,0,0,393,109,32,0,13,57,1,1305,3244,354509.32
202309,QGH,Herefordshire and Worcestershire ICB,1004070000,Gentle Dental Care (EVESHAM)LTD,WR5 2DL,E01032285,17200,432738.07,105.2,0,0,74,4,0,0,1,6,0,714,2327,432738.07
202309,QGH,Herefordshire and Worcestershire ICB,1004080000,Gentle Dental Care (WORCESTER)LTD,WR5 2DL,E01032285,30000,754775.68,778.6,0,0,251,72,7,3,15,53,1,2196,5357,754775.68
202309,QE1,Lancashire and South Cumbria ICB,1004210000,Dr D Hammond,FY1 3ER,E01012737,0,195516.27,,,,,,,,,,,,,31135.1
202309,QT1,Nottingham and Nottinghamshire ICB,1004280000,JDSP Dental Limited,NG12 5AA,E01028383,0,22330.71,68,0,0,3,20,1,0,0,0,0,,106,0.71
202309,QGH,Herefordshire and Worcestershire ICB,1004300000,MR T MOODLEY,B97 5SF,E01032270,10000,253063.83,903.6,0,0,374,76,9,1,18,28,0,707,1934,253063.83
202309,QGH,Herefordshire and Worcestershire ICB,1004310000,OASIS DENTAL CARE LTD,B97 4RH,E01032238,16078,392845.81,918,0,0,209,83,30,1,20,45,0,832,2917,392845.81
202309,QWU,Coventry and Warwickshire ICB,1004350000,MR DJ LANGMAN,CV37 6LW,E01031234,5000,142530.19,224.2,0,0,66,35,4,2,0,16,0,194,1406,142530.19
202309,QJ2,Derby and Derbyshire ICB,1004400000,Rodericks Dental Ltd,DE56 1WN,E01019407,0,26150.71,67,0,0,0,19,2,0,0,0,0,,159,0.71
202309,QJ2,Derby and Derbyshire ICB,1004440000,Etwall Dental Practice Ltd (IMOS),DE65 6LP,E01019840,0,181265.71,436,0,0,1,130,9,0,0,0,0,2,641,0.71
202309,QF7,South Yorkshire ICB,1004450000,Dental Directions,S5 8BE,E01008123,1,1.17,290,0,0,73,37,9,1,2,20,0,339,611,1.17
202309,QJ2,Derby and Derbyshire ICB,1004470000,Stephen Shaffery -The Dove Dental,DE1 2GJ,E01013480,0,47915.71,162,0,0,0,44,6,0,0,0,0,1,311,0.71
202309,QT1,Nottingham and Nottinghamshire ICB,1004480000,The Ropewalk Dental,NG1 5DW,E01032522,0,61465.71,172,0,0,0,49,5,0,0,0,0,1,286,0.71
202309,QWU,Coventry and Warwickshire ICB,1004490000,Neha Sadhev,CV37 8TA,E01031212,8000,228048.32,605.2,2,0,167,87,13,1,7,22,1,741,1678,228048.32
202309,QGH,Herefordshire and Worcestershire ICB,1004500000,OASIS DENTAL CARE LTD,HR9 5HB,E01014066,6000,153583.56,,,,,,,,,,,,133,153583.56
202309,QUA,Black Country ICB,1004590000,Richmond House Dental Practice,DY8 4BU,E01009731,8918,295566.66,885.4,0,0,268,52,21,0,25,47,0,673,2121,295566.66
202309,QUA,Black Country ICB,1004630000,MR SB MAHALEKAM,WS3 1BZ,E01010283,2000,48185,256.2,0,0,30,11,12,0,10,11,0,205,472,48185
202309,QUA,Black Country ICB,1004650000,Dr Sapna Hanji Chandrashekar,WS1 1QJ,E01010371,2000,50682.58,200.8,0,0,66,28,2,0,3,4,0,200,397,50682.58
202309,QK1,"Leicester, Leicestershire and Rutland ICB",1004660000,Bowling Green Dental Care Ltd,LE3 2FU,E01013636,13558,386476.42,1484.4,0,0,340,116,35,0,44,67,2,1142,3406,386476.42
202309,QJ2,Derby and Derbyshire ICB,1004670000,Derby Raynesway Partnership,DE24 0DW,E01013477,631,22203.19,58.2,0,0,24,7,0,0,1,1,0,311,180,22203.19
202309,QNQ,Frimley ICB,1004720000,Rodericks Dental Limited,SL6 9BR,E01016532,18000,533209.16,904.2,2,0,312,69,20,1,19,41,0,1561,4534,533209.16
202309,QNX,Sussex ICB,1004760000,Jayne Withinshaw Limited,RH20 2BP,E01031662,4950,138644.06,350.4,0,0,161,38,6,1,1,12,1,556,1137,138644.06
202309,QNX,Sussex ICB,1004770000,Knights Dental Surgery Limited,PO21 5HG,E01031406,1140,34075.32,44,0,0,23,3,0,0,1,0,0,227,55,34075.32
202309,QK1,"Leicester, Leicestershire and Rutland ICB",1004780000,Rodericks Dental Limited,LE4 1ET,E01013619,13122,394207.09,790,0,48.2,215,73,37,3,8,45,0,1634,3546,394207.09
202309,QRV,North West London ICB,1004850000,Harrow Road Dental Practice,W9 3RA,E01004755,3000,92100.37,307,0,0,128,22,9,2,4,5,0,302,409,92100.37
202309,QOC,"Shropshire, Telford and Wrekin ICB",1004860000,New Park House Dental Centre,SY3 7FA,E01028984,3750,118946.06,240.6,1,0,138,22,2,0,2,3,0,951,376,118946.06
202309,QRV,North West London ICB,1004880000,Sharareh Naghibi and Barry Lanesman,W2 3PH,E01004694,6000,178618.9,459.4,0,0,36,10,11,0,28,2,0,2,1081,178618.9
202309,QWO,West Yorkshire ICB,1004900000,Mr Imtiaz Khajwal,HD8 9HR,E01011110,6899,227330.03,352.4,0,0,100,40,14,0,4,12,0,403,1676,227330.03
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005060000,Rodericks Dental Limited,HP12 4JN,E01017912,13759,415746.04,943.8,0,0,254,83,51,1,8,69,0,1610,3233,415746.04
202309,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005080000,Aspire Dental Care Limited,HP7 9PH,E01017775,12000,350779.15,958,0,0,293,83,19,1,19,50,4,1071,2988,350779.15
202309,QYG,Cheshire and Merseyside ICB,1005210000,Wirral Community Trust,CH46 2QQ,E01007204,5355,187802.73,322.8,1,0,36,27,7,2,12,9,0,322,707,187802.73
202309,QOP,Greater Manchester ICB,1005540000,Shaw Family Dental Practice Partnership,OL2 8NH,E01005447,29628,1074926.17,2725.6,1,0,642,182,137,4,57,103,4,2051,5472,1033582.86
202309,QT1,Nottingham and Nottinghamshire ICB,1005550000,Southwell Dental Care,NG25 0BH,E01028346,1,1.15,,,,,,,,,,,,,1.15
202309,QWE,South West London ICB,1005720000,The Royal Hospital for Neuro-disability Dental Practice,SW15 3SW,E01004628,1,187286.8,,,,,,,,,,,,,187286.8
202309,QNC,Staffordshire and Stoke-on-Trent ICB,1005740000,Primecare Oral Heatlh Services Ltd,ST4 1AT,E01014293,24816,724272.11,2281.6,0,0,495,236,68,9,46,103,0,1541,5552,724272.11
202309,QOQ,Humber and North Yorkshire ICB,1005940000,The Dental Design Studio,DN16 2AA,E01013316,13000,377990.1,1128.4,0,0,612,80,26,0,5,72,0,1530,2483,377990.1
202309,QNQ,Frimley ICB,1005960000,Dr Paul Nicholas Mamak,GU16 6LE,E01030770,2904,84111.5,234.6,0,0,87,22,6,0,4,3,2,486,484,84111.5
202309,QUA,Black Country ICB,1006000000,New Light DA Limited,WS8 6EQ,E01010306,2000,51194.53,150,0,0,5,23,3,1,4,5,0,59,304,51194.53
202309,QRV,North West London ICB,1006030000,Ramesh Siva,SW1V 3HD,E01004668,7000,201747.39,454.6,0,0,86,68,10,2,3,53,1,611,1857,201747.39
202309,QOP,Greater Manchester ICB,1006060000,REVIVE DENTAL CARE LIMITED,M3 6BZ,E01032906,5495,164373.38,362,0,0,75,42,7,0,8,25,0,332,1198,164373.38
202309,QOP,Greater Manchester ICB,1006070000,"Brady, Shalin &  Naylor Partnership",BL3 1HH,E01004911,5342,164373.38,17.2,1,0,5,3,1,0,0,1,0,427,783,164373.38
202309,QR1,Gloucestershire ICB,1006160000,Rodericks Dental Limited,GL52 2LZ,E01022102,24000,690238.39,892.2,0,0,310,91,14,4,9,86,0,1181,4226,690238.39
202309,QRV,North West London ICB,1006170000,S & Y Golar,W2 3BP,E01004682,12000,371971.21,1790.2,1,0,112,79,71,4,75,136,0,223,1789,371971.21
202309,QR1,Gloucestershire ICB,1006180000,Rodericks Dental Limited,GL2 4AL,E01032933,24000,690238.39,,,,,,,,,,,259,2110,690238.39
202309,QUA,Black Country ICB,1006220000,Dr Sudhakar Damodaraswamy,DY3 3TA,E01009896,6811,252925.14,715.6,0,0,206,63,29,0,13,13,4,409,2009,252925.14
202309,QNC,Staffordshire and Stoke-on-Trent ICB,1006310000,Genesis Smiles Centre LLP,ST1 3NF,E01014231,33500,973739.04,1454.6,0,0,256,103,51,0,48,48,1,1414,3572,973739.04
