YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,BAND_2A_DELIVERED,BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202305,QRL,Hampshire and Isle Of Wight ICB,1000890000,Hilsea Dental Care Ltd,PO2 9HE,E01017087,17002,437776.28,467.6,0,0,39,46,13,0,12,68,0,833,2480,437776.28
202305,QYG,Cheshire and Merseyside ICB,1000960000,Care (Lancashire) Ltd,L20 3EF,E01007009,24000,720697.85,328.2,0,0,0,30,42,3,0,6,0,346,776,720697.85
202305,QT1,Nottingham and Nottinghamshire ICB,1001010000,Brookview Dental Care,LE12 6JG,E01028387,1000,33840.72,64.2,0,0,28,6,1,0,1,1,0,198,178,33840.72
202305,QT1,Nottingham and Nottinghamshire ICB,1001030000,"Dr H S Thiara, Mrs R K Mattu",NG5 7ED,E01028209,7997,315146.42,840,0,0,181,71,30,1,20,30,2,385,1837,315146.42
202305,QOQ,Humber and North Yorkshire ICB,1001050000,Dental Logic Limited,HU10 7AA,E01013117,8624,240159.58,678.6,0,0,255,73,5,1,13,13,1,728,2880,240159.58
202305,QT1,Nottingham and Nottinghamshire ICB,1001090000,Whitecross Dental Care Limited,LE12 6PG,E01028389,20000,576516.91,1335.6,0,0,625,80,16,3,22,78,3,1927,4717,576516.91
202305,QWO,West Yorkshire ICB,1001110000,Bodental Practice,BD23 1RU,E01027581,670,19105.27,73.6,0,0,35,6,1,0,1,3,0,349,31,19105.27
202305,QYG,Cheshire and Merseyside ICB,1001220000,The Old Surgery Dental Practice Ltd,CW1 5EQ,E01018501,3300,202638.39,154,0,0,9,40,5,0,0,0,0,,340,202638.39
202305,QMM,Norfolk and Waveney ICB,1001280000,Rookwood Dental Practice,NR17 2BN,E01026449,3939,116518.17,325.2,0,0,133,38,8,0,2,11,1,498,1001,116518.17
202305,QOP,Greater Manchester ICB,1001340000,REVIVE DENTAL CARE LIMITED,M4 6EE,E01033663,5509,351496.93,352.4,0,0,40,39,5,0,12,22,0,157,866,351496.93
202305,QOQ,Humber and North Yorkshire ICB,1001350000,MR N TIBREWAL,HG4 1QW,E01027707,16464,533258.29,1310.4,0,0,410,112,50,0,19,72,0,1000,3818,533258.29
202305,QNQ,Frimley ICB,1001360000,MR JS KAILA,GU15 2HT,E01030800,11191,333134.23,754.8,0,46.6,232,57,14,1,19,39,0,348,2443,333134.23
202305,QWU,Coventry and Warwickshire ICB,1001380000,Longfellow Road Partnership,CV2 5HB,E01009614,49397,1366127.43,4322.6,0,0,1329,340,126,5,84,228,5,3583,13051,1366127.43
202305,QJ2,Derby and Derbyshire ICB,1001500000,Brimington Dental Practice,S43 1AD,E01019534,19709,618925.38,1648.2,0,0,651,205,29,1,16,31,1,1327,4861,618925.38
202305,QUA,Black Country ICB,1001620000,Jandu Dental Surgery,DY8 1EJ,E01009856,7200,178239.97,145.2,0,0,20,12,8,0,4,1,0,111,526,178239.97
202305,QUA,Black Country ICB,1001640000,Princes End Dental Practice,DY4 0UB,E01010033,4890,137443.29,565.2,0,0,78,17,15,0,29,11,0,796,672,137443.29
202305,QHL,Birmingham and Solihull ICB,1001650000,Family Dental Centre Partnership,B44 8LD,E01009230,17884,580002.36,1274.4,0,0,463,129,18,0,21,67,2,1469,4499,580002.36
202305,QNX,Sussex ICB,1001670000,ABC Dental Surgery Ltd,BN2 3LD,E01016890,13371,391652.76,903,0,0,82,119,40,0,15,70,1,762,1828,391652.76
202305,QHM,North East and North Cumbria ICB,1001720000,No.1 Victoria Terrace Ltd,NE15 9EL,E01008405,5140,131551.17,428.6,0,0,81,49,25,0,6,3,0,302,869,131551.17
202305,QHL,Birmingham and Solihull ICB,1001730000,Hilltop Dental Spa,B31 2QT,E01009206,23164,730147.52,1707.2,0,0,596,138,44,4,25,116,11,1673,5861,730147.52
202305,QMF,North East London ICB,1001750000,Nilesh Patel,E20 1BX,E01033583,18000,366506.22,1012,0,0,275,65,16,0,13,255,0,1562,3652,366506.22
202305,QUA,Black Country ICB,1001760000,Mr S Merali,B64 7HU,E01009956,1700,45510.69,165,0,0,45,12,6,0,4,5,0,282,154,45510.69
202305,QJ2,Derby and Derbyshire ICB,1001800000,Chaddesden Dental Practice,DE21 6PE,E01013507,21628,638754.95,1408.6,0,0,530,166,35,1,11,53,3,961,4105,638754.95
202305,QJ2,Derby and Derbyshire ICB,1001910000,Nationwide Healthcare - Normanton Road Family Dental Centre,DE23 6WD,E01013484,1,1.17,2.4,0,0,0,0,0,0,0,2,0,,10,1.17
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1001940000,Chalfont St Peter Partnership,SL9 9AL,E01017755,1600,47341.48,117.6,0,0,53,13,2,0,1,3,0,455,213,47341.48
202305,QJ2,Derby and Derbyshire ICB,1001950000,TASK B LTD - T/A Dental Perfection,DE23 3TX,E01013541,10900,278745,450.6,1,0,293,21,3,0,6,8,0,895,2611,278745
202305,QT1,Nottingham and Nottinghamshire ICB,1001960000,Impressions Dental Care (Nottingham) Limited,NG16 2NH,E01028102,1354,37493.04,72.6,0,0,42,5,0,0,1,3,0,205,263,37493.04
202305,QT1,Nottingham and Nottinghamshire ICB,1002050000,Family Medical Centre (Green//Hanji),NG3 2FW,E01013954,26057,808798.65,1748.4,0,0,358,153,33,7,44,157,1,1889,6254,808798.65
202305,QE1,Lancashire and South Cumbria ICB,1002060000,Genix Healthcare Ltd,LA4 6ND,E01025164,19500,540521.55,1286.8,1,0,364,164,44,3,13,29,0,1871,3692,540521.55
202305,QMF,North East London ICB,1002070000,Preventdent Limited,E3 5ED,E01004226,20367,811585.49,1819.6,1,0,624,144,43,2,36,88,0,2984,3663,811585.49
202305,QT1,Nottingham and Nottinghamshire ICB,1002110000,Rivergreen Dental Practice,NG11 8AD,E01013897,14929,445002.98,1138,0,0,235,168,35,0,15,35,2,819,3150,445002.98
202305,QJM,Lincolnshire ICB,1002190000,Community Dental Services CIC,PE25 2BX,E01026006,3000,1369065.6,460.2,6,0,127,48,19,0,4,7,3,347,1043,1369065.6
202305,QE1,Lancashire and South Cumbria ICB,1002200000,Genix Healthcare Ltd,LA4 6ND,E01025164,9780,271092.34,68.6,0,0,0,0,1,0,5,3,0,36,122,271092.34
202305,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1002320000,"Sunita Naidoo, Rahendra Naidoo, Raahil Naidoo and Saroshen N",MK40 3HU,E01017469,7404,219602.55,788.8,0,163.2,190,56,39,0,16,34,0,867,2330,219602.55
202305,QOC,"Shropshire, Telford and Wrekin ICB",1002330000,Willow Street Dental Practice,SY11 1AD,E01028906,2110,62972.38,122.2,0,0,72,13,2,0,0,1,0,693,230,62972.38
202305,QJ2,Derby and Derbyshire ICB,1002360000,AJ Moore & Associates,NG10 4ER,E01019652,56788,1672886.72,3132.2,1,0,1245,315,63,5,35,131,7,2089,11842,1672886.72
202305,QJ2,Derby and Derbyshire ICB,1002380000,Heanor Dental Practice,DE75 7DT,E01019436,25773,890263.08,2063,0,0,711,191,62,4,28,75,4,1601,6442,890263.08
202305,QUA,Black Country ICB,1002670000,Dudley Road Dental Practice,WV2 3DN,E01010428,33459,1025404.09,2651.2,0,0,450,245,130,5,55,91,6,2263,4714,1025404.09
202305,QR1,Gloucestershire ICB,1002680000,Xeon Smiles UK Ltd,GL1 5JN,E01022328,500,12521.84,,,,,,,,,,,54,283,12521.84
202305,QT1,Nottingham and Nottinghamshire ICB,1002710000,"Peterson, Carr & Towlerton",NG25 0DN,E01028346,3100,81752.25,110.6,0,0,57,8,1,0,1,8,0,594,263,81752.25
202305,QJ2,Derby and Derbyshire ICB,1003050000,New Whittington Dental Practice,S43 2AH,E01019529,11213,414698.82,849.2,0,0,231,88,15,1,17,56,1,605,2545,414698.82
202305,QNQ,Frimley ICB,1003130000,OPTIMA CARE (MAIDENHEAD) Ltd,SL6 4DT,E01016537,7000,205162.04,818.6,1,210,169,71,36,1,15,58,1,1052,2035,205162.04
202305,QT1,Nottingham and Nottinghamshire ICB,1003150000,Tuckley and Seton,NG9 2BD,E01028075,2346,70047.75,272.8,0,0,132,27,6,1,1,9,0,1109,85,70047.75
202305,QT1,Nottingham and Nottinghamshire ICB,1003160000,Dr Mandeep Hampson,NG3 6LH,E01028163,17825,455374.94,1224.8,0,0,362,136,31,1,19,54,7,962,4407,455374.94
202305,QJ2,Derby and Derbyshire ICB,1003190000,Nationwide Healthcare Providers Ltd,DE55 4LP,E01019468,1,1.17,1.2,0,0,0,0,0,0,0,1,0,1,8,1.17
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003220000,Mr F Tahir,RG40 3RB,E01016640,13000,349553.86,850.6,1,0,351,52,25,0,14,43,0,1401,2419,349553.86
202305,QNQ,Frimley ICB,1003230000,Mr F Tahir,SL3 9EN,E01016564,12351,323337.61,882.4,0,0,303,98,20,3,9,47,0,1153,2512,323337.61
202305,QNC,Staffordshire and Stoke-on-Trent ICB,1003240000,Hughes & Owen Dental Care,DE14 3QZ,E01032898,1250,30115.62,92.8,0,0,53,5,4,0,0,4,0,471,60,30115.62
202305,QKS,Kent And Medway ICB,1003250000,Mr Waguih Maher Bishay,ME1 1HB,E01016110,3567,248227.37,344,0,0,0,58,34,0,0,0,0,21,483,1
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003330000,Dentalcare Limited,RG8 7LU,E01016314,14000,378886.01,499.2,0,0,92,87,12,0,6,11,1,345,2735,378886.01
202305,QJ2,Derby and Derbyshire ICB,1003340000,Chapel Dental Care,SK23 0EZ,E01019720,17496,907458.36,1666.4,0,0,599,163,43,5,21,62,2,1285,4185,907458.36
202305,QJ2,Derby and Derbyshire ICB,1003350000,Chapel Dental Care,SK23 0EZ,E01019720,0,1.17,14,0,0,2,0,0,0,1,0,0,,8,1.17
202305,QPM,Northamptonshire ICB,1003450000,Oradi Ltd.,NN8 4PW,E01027349,52783,1501302.45,1170,0,0,205,121,34,3,29,50,0,1760,8255,1501302.45
202305,QNC,Staffordshire and Stoke-on-Trent ICB,1003460000,Burton Family Dental Practice,DE13 0NU,E01029434,2675,66754.73,226.4,0,0,153,20,1,0,0,7,0,1306,104,66754.73
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003470000,PURESMILE EARLEY LTD,RG6 7HT,E01016668,14000,374325.03,803.2,0,0,218,119,13,0,9,46,1,1193,2594,374325.03
202305,QH8,Mid and South Essex ICB,1003480000,"E Harunani, M Kanani & M N Harunani",CO5 9JT,E01021402,15247,380153.19,715.8,1,0,176,41,26,2,20,29,0,1109,3372,380153.19
202305,QH8,Mid and South Essex ICB,1003490000,"E Harunani, M Kanani & M N Harunani",CM9 5BS,E01021890,17247,436153.19,878.2,0,0,141,46,32,0,28,86,0,782,2821,436153.19
202305,QK1,"Leicester, Leicestershire and Rutland ICB",1003510000,JDRM Dental Care Ltd,LE67 3WD,E01025930,15509,415032.81,998.2,0,0,399,82,23,2,12,46,1,1172,3721,415032.81
202305,QJM,Lincolnshire ICB,1003520000,OASIS DENTAL CARE LTD,NG34 7TW,E01026232,47000,1374235.47,655.6,0,0,104,73,12,2,11,98,3,583,3857,1374235.47
202305,QJM,Lincolnshire ICB,1003530000,Ishak Practices Limited,LN11 9ET,E01026089,20700,626202.08,2026.8,0,0,680,199,49,3,30,94,1,1438,4906,626202.08
202305,QJM,Lincolnshire ICB,1003540000,Ishak Practices Limited,LN6 8RZ,E01026141,25500,773188.52,1985.2,0,0,732,186,43,2,28,106,0,2100,5191,773188.52
202305,QJM,Lincolnshire ICB,1003550000,Ishak Practices Limited,DN21 2HD,E01026379,27308,826102.71,2370.8,0,0,738,303,32,6,31,124,1,1519,6375,826102.71
202305,QK1,"Leicester, Leicestershire and Rutland ICB",1003560000,Ishak Practices Limited,LE7 2HA,E01025756,10000,277497.57,499.2,0,0,191,31,2,0,15,21,0,941,2767,277497.57
202305,QJK,Devon ICB,1003570000,Peninsula Dental School,PL1 4JZ,E01015047,1,1148618.9,56,0,0,8,16,0,0,0,0,0,,74,1148618.9
202305,QRV,North West London ICB,1003580000,Dr Jeet Parekh and Mrs Mala Parekh,W2 3RX,E01004695,6000,188224.27,327.6,0,0,65,27,8,0,10,18,0,234,1319,188224.27
202305,QKS,Kent And Medway ICB,1003590000,Medway Dental Care Ltd,ME5 0TX,E01016173,6671,191877.4,322,0,0,86,44,4,0,7,0,0,780,1695,191877.4
202305,QT1,Nottingham and Nottinghamshire ICB,1003700000,Ishak Practices Limited,NG6 9DQ,E01013891,19000,589807.42,869.4,0,0,241,110,5,1,19,32,0,1132,2374,589807.42
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003740000,MR AF RAI,HP5 3EZ,E01017781,15000,365458.39,885.8,0,0,247,90,26,0,16,39,0,862,2500,365458.39
202305,QT1,Nottingham and Nottinghamshire ICB,1003760000,Rodericks Dental Limited,NG8 4PN,E01013868,16500,504372.36,1017.4,1,0,219,159,23,0,14,32,0,1033,2356,504372.36
202305,QT1,Nottingham and Nottinghamshire ICB,1003770000,Rodericks Dental Limited,NG6 8ET,E01013885,20500,612302.61,855.4,0,0,169,60,62,2,12,32,0,908,2147,612302.61
202305,QT1,Nottingham and Nottinghamshire ICB,1003820000,Carlton Dental Care Limited,NG4 1JB,E01028160,0,67835.71,374,0,0,26,101,9,0,0,0,0,1,932,0.71
202305,QT1,Nottingham and Nottinghamshire ICB,1003830000,MR KS MISSAN,NG2 6HT,E01028374,0,17155.71,102,0,0,0,34,0,0,0,0,0,1,247,0.71
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003940000,Puresmile Marlow,SL7 3AN,E01017891,12000,292925.74,760.6,0,0,186,103,14,0,12,43,0,1179,2185,292925.74
202305,QWU,Coventry and Warwickshire ICB,1003950000,MR NJ GIBB,CV32 4LY,E01033253,15000,414501.1,1593.8,0,0,531,145,36,11,22,89,0,1598,4894,414501.1
202305,QGH,Herefordshire and Worcestershire ICB,1003970000,MR A PANDEY,DY11 7BQ,E01032470,26200,641688.41,1756.6,0,0,397,175,47,1,37,123,1,1676,5628,641688.41
202305,QGH,Herefordshire and Worcestershire ICB,1003990000,Malvern Spring Dental Practice Ltd,WR14 1AJ,E01032196,5000,122168.75,282,0,0,59,31,2,0,10,0,0,324,235,122168.75
202305,QUA,Black Country ICB,1004040000,New Road Dental Practice,WV13 2DA,E01010404,2000,48185,22,0,0,19,1,0,0,0,0,0,396,133,48185
202305,QUA,Black Country ICB,1004050000,Ravinder Kumar t/a OHC Dental Practice,B69 4DX,E01010017,6000,150093.04,500,0,0,99,37,24,2,12,10,2,441,1018,150093.04
202305,QGH,Herefordshire and Worcestershire ICB,1004060000,Gentle Dental Care (DROITWICH)LTD,WR9 8EF,E01032359,13850,354509.32,1130,0,0,334,114,44,0,14,55,0,1290,3343,354509.32
202305,QGH,Herefordshire and Worcestershire ICB,1004070000,Gentle Dental Care (EVESHAM)LTD,WR5 2DL,E01032285,17200,432738.07,825.2,0,0,201,80,26,1,16,46,0,1265,3410,432738.07
202305,QGH,Herefordshire and Worcestershire ICB,1004080000,Gentle Dental Care (WORCESTER)LTD,WR5 2DL,E01032285,30000,754775.68,1095.4,1,0,310,95,16,1,24,92,5,2332,5703,754775.68
202305,QE1,Lancashire and South Cumbria ICB,1004210000,Dr D Hammond,FY1 3ER,E01012737,0,64646.27,,,,,,,,,,,,,31135.1
202305,QT1,Nottingham and Nottinghamshire ICB,1004280000,JDSP Dental Limited,NG12 5AA,E01028383,0,7795.71,75,0,0,0,25,0,0,0,0,0,,84,0.71
202305,QGH,Herefordshire and Worcestershire ICB,1004300000,MR T MOODLEY,B97 5SF,E01032270,10000,253063.83,531.8,0,108.6,185,51,3,0,13,19,0,537,1427,253063.83
202305,QGH,Herefordshire and Worcestershire ICB,1004310000,OASIS DENTAL CARE LTD,B97 4RH,E01032238,16078,392845.81,901.2,1,0,223,94,33,0,13,51,0,850,3039,392845.81
202305,QWU,Coventry and Warwickshire ICB,1004350000,MR DJ LANGMAN,CV37 6LW,E01031234,5000,142530.19,522,0,0,141,67,9,3,7,25,0,154,1478,142530.19
202305,QJ2,Derby and Derbyshire ICB,1004400000,Rodericks Dental Ltd,DE56 1WN,E01019407,0,12515.71,74,0,0,2,19,3,0,0,0,0,1,155,0.71
202305,QJ2,Derby and Derbyshire ICB,1004440000,Etwall Dental Practice Ltd (IMOS),DE65 6LP,E01019840,0,71435.71,372,0,0,2,95,17,0,0,0,0,3,598,0.71
202305,QF7,South Yorkshire ICB,1004450000,Dental Directions,S5 8BE,E01008123,1,1.17,255.2,0,0,71,30,6,0,3,21,0,322,541,1.17
202305,QJ2,Derby and Derbyshire ICB,1004470000,Stephen Shaffery -The Dove Dental,DE1 2GJ,E01013480,0,21570.71,162,0,0,0,43,6,0,0,0,0,1,342,0.71
202305,QT1,Nottingham and Nottinghamshire ICB,1004480000,The Ropewalk Dental,NG1 5DW,E01032522,0,23955.71,183,0,0,0,56,3,0,0,0,0,,272,0.71
202305,QWU,Coventry and Warwickshire ICB,1004490000,Neha Sadhev,CV37 8TA,E01031212,8000,228048.32,491.2,0,0,131,53,8,1,10,26,0,717,1705,228048.32
202305,QGH,Herefordshire and Worcestershire ICB,1004500000,OASIS DENTAL CARE LTD,HR9 5HB,E01014066,6000,153583.56,,,,,,,,,,,29,196,153583.56
202305,QUA,Black Country ICB,1004590000,Richmond House Dental Practice,DY8 4BU,E01009731,8918,295566.66,878.4,0,0,224,45,17,0,29,72,0,645,1929,295566.66
202305,QUA,Black Country ICB,1004630000,MR SB MAHALEKAM,WS3 1BZ,E01010283,2000,48185,115.4,0,0,37,12,2,0,2,7,0,207,406,48185
202305,QUA,Black Country ICB,1004650000,Dr Sapna Hanji Chandrashekar,WS1 1QJ,E01010371,2000,50682.58,106.6,0,0,43,12,0,0,2,3,0,161,377,50682.58
202305,QK1,"Leicester, Leicestershire and Rutland ICB",1004660000,Bowling Green Dental Care Ltd,LE3 2FU,E01013636,13558,386476.42,1168.8,0,0,235,96,38,1,31,64,0,989,2942,386476.42
202305,QJ2,Derby and Derbyshire ICB,1004670000,Derby Raynesway Partnership,DE24 0DW,E01013477,631,22203.19,91,0,0,34,4,3,0,2,5,0,298,185,22203.19
202305,QNQ,Frimley ICB,1004720000,Rodericks Dental Limited,SL6 9BR,E01016532,18000,533209.16,1160.6,1,0,363,115,37,0,18,39,0,1585,4621,533209.16
202305,QNX,Sussex ICB,1004760000,Jayne Withinshaw Limited,RH20 2BP,E01031662,4950,138644.06,379,0,0,157,48,0,0,6,5,0,540,1137,138644.06
202305,QNX,Sussex ICB,1004770000,Knights Dental Surgery Limited,PO21 5HG,E01031406,1140,34075.32,48.4,0,0,32,3,1,0,0,2,0,198,62,34075.32
202305,QK1,"Leicester, Leicestershire and Rutland ICB",1004780000,Rodericks Dental Limited,LE4 1ET,E01013619,13122,394207.09,1116.2,0,180.8,405,90,36,1,13,71,2,1589,3503,394207.09
202305,QRV,North West London ICB,1004850000,Harrow Road Dental Practice,W9 3RA,E01004755,3000,92100.37,122,0,0,50,5,3,0,3,5,0,164,282,92100.37
202305,QOC,"Shropshire, Telford and Wrekin ICB",1004860000,New Park House Dental Centre,SY3 7FA,E01028984,3750,118946.06,199.6,0,0,123,12,5,0,1,3,0,961,358,118946.06
202305,QRV,North West London ICB,1004880000,Sharareh Naghibi and Barry Lanesman,W2 3PH,E01004694,6000,178618.9,245,0,0,10,7,11,0,13,0,0,4,1052,178618.9
202305,QWO,West Yorkshire ICB,1004900000,Mr Imtiaz Khajwal,HD8 9HR,E01011110,6899,227330.03,329.6,0,0,130,27,17,0,2,8,0,387,1677,227330.03
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005060000,Rodericks Dental Limited,HP12 4JN,E01017912,15000,453246.04,1036.6,0,0,276,95,33,1,20,53,0,1658,3269,453246.04
202305,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005080000,Aspire Dental Care Limited,HP7 9PH,E01017775,12000,350779.15,836.6,0,0,259,92,22,1,9,63,1,1047,2863,350779.15
202305,QYG,Cheshire and Merseyside ICB,1005210000,Wirral Community Trust,CH46 2QQ,E01007204,5355,187802.73,212.8,0,0,25,19,3,0,8,4,0,309,711,187802.73
202305,QOP,Greater Manchester ICB,1005540000,Shaw Family Dental Practice Partnership,OL2 8NH,E01005447,29628,1033582.86,2268.4,0,0,607,209,83,1,39,117,1,1844,5091,1033582.86
202305,QT1,Nottingham and Nottinghamshire ICB,1005550000,Southwell Dental Care,NG25 0BH,E01028346,1,1.15,,,,,,,,,,,,,1.15
202305,QWE,South West London ICB,1005720000,The Royal Hospital for Neuro-disability Dental Practice,SW15 3SW,E01004628,1,187286.8,,,,,,,,,,,,,187286.8
202305,QNC,Staffordshire and Stoke-on-Trent ICB,1005740000,Primecare Oral Heatlh Services Ltd,ST4 1AT,E01014293,23000,672062.11,2124.8,0,0,439,191,85,5,46,84,0,1498,5260,672062.11
202305,QOQ,Humber and North Yorkshire ICB,1005940000,The Dental Design Studio,DN16 2AA,E01013316,13000,377990.1,491.4,0,0,318,26,9,0,1,32,0,1004,1937,377990.1
202305,QNQ,Frimley ICB,1005960000,Dr Paul Nicholas Mamak,GU16 6LE,E01030770,2904,84111.5,179.6,0,0,65,12,3,0,4,13,0,454,481,84111.5
202305,QUA,Black Country ICB,1006000000,New Light DA Limited,WS8 6EQ,E01010306,2000,51194.53,5.4,0,0,0,1,0,0,0,2,0,112,340,51194.53
202305,QRV,North West London ICB,1006030000,Ramesh Siva,SW1V 3HD,E01004668,7000,201747.39,519.6,0,0,55,51,12,1,14,63,1,620,1915,201747.39
202305,QOP,Greater Manchester ICB,1006060000,REVIVE DENTAL CARE LIMITED,M3 6BZ,E01032906,5495,164373.38,250.4,0,0,72,29,2,1,4,22,0,289,1318,164373.38
202305,QOP,Greater Manchester ICB,1006070000,R Rattan & M Naylor Partnership,BL3 1HH,E01004911,5342,164373.38,555,0,0,129,49,24,0,9,40,0,447,719,164373.38
202305,QR1,Gloucestershire ICB,1006160000,Rodericks Dental Limited,GL52 2LZ,E01022102,24000,690238.39,807,0,0,349,57,11,1,11,65,0,1145,4228,690238.39
202305,QRV,North West London ICB,1006170000,S & Y Golar,W2 3BP,E01004682,12000,371971.21,663,0,0,19,25,14,1,38,30,0,200,1656,371971.21
202305,QR1,Gloucestershire ICB,1006180000,Rodericks Dental Limited,GL2 4AL,E01032933,24000,690238.39,238.2,0,9,35,40,2,0,4,16,0,258,2886,690238.39
202305,QUA,Black Country ICB,1006220000,Dr Sudhakar Damodaraswamy,DY3 3TA,E01009896,6811,252925.14,484.4,0,0,157,47,19,0,6,12,5,375,1858,252925.14
