year_month,id,name_odp,postcode_odp,ods,name_ods,postcode_ods,accept_adults,accept_adults_free,accept_children,referral_only,not_updated,not_found
202310,1026900000,SRDP,NE33 4AR,V001368,DEAN ROAD DENTAL PRACTICE,NE33 4AR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1020260000,LOCAL CARE DIRECT (LCD),HD2 1GQ,V233293,UNIT 14,HD2 1GQ,NA,NA,NA,NA,NA,TRUE
202310,1413050019,EAST CHESHIRE NHS TRUST,SK9 7UD,V006540,DENTAL DEPARTMENT,SK9 7UD,NA,NA,NA,NA,NA,TRUE
202310,1382660002,TOOTH AND MOUTH LIMITED,W12 0AE,V004626,THE DENTAL DEPARTMENT,W12 0AE,NA,NA,NA,NA,NA,TRUE
202310,1026200000,HARICOVERT LIMITED,DN14 6RX,V012557,NORTH LINCOLNSHIRE AND GOOLE HOS,DN14 6RX,NA,NA,NA,NA,TRUE,FALSE
202310,1026220000,QUANTUM ORTHO LIMITED,HU4 6AH,V005896,TOTAL ORTHODONTICS - HULL,HU4 6AH,NA,NA,NA,TRUE,FALSE,FALSE
202310,1026210000,PIERCE AND GEDDES LIMITED,HU17 9HL,V011631,BEVERLEY ORTHODONTIC CENTRE,HU17 9HL,NA,NA,NA,TRUE,FALSE,FALSE
202310,1005720000,THE ROYAL HOSPITAL FOR NEURO-DISABILITY DENTAL PRACTICE,SW15 3SW,V002168,DENTAL DEPARTMENT,SW15 3SW,NA,NA,NA,NA,TRUE,FALSE
202310,1026160000,MR DI PETRUCCI,BD1 3BN,V028991,BRUNEL HOUSE DENTAL PRACTICE,BD1 3BN,NA,NA,NA,TRUE,FALSE,FALSE
202310,1026180000,REGENT ORTHODONTICS LIMITED,LS29 9EA,V002067,REGENT ORTHODONTICS,LS29 9EA,NA,NA,NA,TRUE,FALSE,FALSE
202310,1247880003,LAXSH LTD,DE1 1LP,V006764,KOSHAL DENTAL SURGERY,DE1 1LP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1404490001,SOUTH TYNESIDE FOUNDATION TRUST,NE21 5NW,V013941,BLAYDON LEISURE AND PRIMARY CARE,NE21 5NW,NA,NA,NA,NA,NA,TRUE
202310,1905430004,UNIVERSITY OF PORTSMOUTH SERVICES LIMITED,PO1 2QG,V011113,UNIVERSITY OF PORTSMOUTH DENTAL ACADEMY,PO1 2QG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1404490003,SOUTH TYNESIDE FOUNDATION TRUST,NE32 3UX,V010133,PALMER COMMUNITY HOSPITAL OUT OF HOURS DENTAL SERV,NE32 3UX,NA,NA,NA,NA,NA,TRUE
202310,1404490002,SOUTH TYNESIDE FOUNDATION TRUST,SR4 7TP,V016631,DENTAL DEPT,SR4 7TP,NA,NA,NA,NA,NA,TRUE
202310,1031350000,MR M HEANUE (NLAG ORTHO PATIENTS),DN40 2EU,V012092,PURE DENTAL CLINIC,DN40 2EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2203530001,MR CN BELL,BS9 1AN,V007140,PARRYS LANE DENTAL PRACTICE,BS9 1AN,NA,NA,NA,NA,NA,TRUE
202310,7450220003,MR NH DOUGLAS,RH4 1JU,V002621,WATHEN ROAD DENTAL CARE,RH4 1JU,NA,NA,NA,NA,NA,TRUE
202310,1358360001,D BAYBUTT AND ASSOCIATES LTD,PR3 1FA,V003594,STAINA HOUSE DENTAL SURGERY,PR3 1FA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6326860001,MR M HAFFNER,M25 1AF,V008260,MICHAEL HAFFNER AND ASSOCIATES,M25 1AF,NA,NA,NA,NA,TRUE,FALSE
202310,9984190001,MR AJ RUPAREL,KT1 1PE,V002320,RUPARELS DENTAL SURGERY,KT1 1PE,NA,NA,NA,NA,TRUE,FALSE
202310,5570560002,MR S URDANG,TW16 5DX,V002200,DENTAL SURGERY,TW16 5DX,NA,NA,NA,NA,TRUE,FALSE
202310,6365250001,MR RH GANATRA,WD18 0JY,V008773,DENTAL SURGERY,WD18 0JY,NA,NA,NA,TRUE,FALSE,FALSE
202310,1695440001,"STEEPLE GRANGE SMILES LTD.,",DE4 4FS,V008497,STEEPLE GRANGE DENTAL PRACTICE,DE4 4FS,NA,NA,NA,TRUE,FALSE,FALSE
202310,2378410001,MR NJ HAMMOND,ST4 6HL,V006807,HAMMONDS,ST4 6HL,NA,NA,NA,NA,TRUE,FALSE
202310,9063280001,MR DA JONES,PL3 4DJ,V006613,T2 DENTAL SURGERY,PL3 4DJ,NA,NA,NA,TRUE,FALSE,FALSE
202310,2212360002,MR P G WINSTANLEY & ASSOCIATES LTD,PR3 1FA,V003594,STAINA HOUSE DENTAL SURGERY,PR3 1FA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2746580001,MS D FERATI,NN1 4TH,V007691,WANTAGE ROAD (DENTAL SURGERY),NN1 4TH,NA,NA,NA,NA,TRUE,FALSE
202310,3230550001,MRS PA HARRIS,W5 3AB,V002451,DENTAL SURGERY,W5 3AB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1303380001,BERKHAMSTED DENTAL PRACTICE,HP4 2AB,V007923,DENTAL SURGERY,HP4 2AB,NA,NA,NA,NA,TRUE,FALSE
202310,8316890001,MR JN TERRY,TQ13 9AD,V008859,BOVEY TRACEY DENTAL PRACTICE,TQ13 9AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3461280001,MS A BENEKE,PO8 8XJ,V003583,COWPLAIN DENTAL PRACTICE,PO8 8XJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9123360001,MRS ML ROBERTS,TQ6 9SA,V006708,DARTMOUTH DENTAL PRACTICE,TQ6 9SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5673100001,MR NS RANA,TW10 6AS,V002285,ARK DENTAL PRACTICE,TW10 6AS,NA,NA,NA,TRUE,FALSE,FALSE
202310,7686180001,MR PS NAGI,OX1 3EX,V045272,CORNMARKET STREET DENTAL PRACTICE,OX1 3EX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3430990001,MRS E MUKSINOVIC,OX16 9YJ,V005511,THE SURGERY,OX16 9YJ,NA,NA,NA,TRUE,FALSE,FALSE
202310,7652790001,TILEHOUSE DENTAL CLINIC,SG5 2DY,V006213,TILEHOUSE DENTAL CARE CLINIC,SG5 2DY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9278640001,MISS T RAJAH,NG3 5DU,V003679,DENTAL SURGERY,NG3 5DU,NA,NA,NA,TRUE,FALSE,FALSE
202310,3227920001,HRISTO KARAKASHEV,EX39 2ND,V005243,TOWER HOUSE DENTAL SURGERY,EX39 2ND,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8304290001,MRS CA PEERS,OX33 1LZ,V005682,DENTAL SURGERY,OX33 1LZ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5715040001,DR AMRIT KAUR CHOHAN,SY3 7DN,V007094,GREYFRIARS DENTAL PRACTICE,SY3 7DN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9407200001,CHICHESTER DENTAL PRACTICE,PO19 8QF,V001805,CHICHESTER DENTAL SURGERY,PO19 8QF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1012370000,MR N NAGPAUL,E14 9SN,V012539,WATERSIDE DENTAL HEALTH,E14 9SN,NA,NA,NA,NA,NA,TRUE
202310,1706150002,MR N.NAGPAUL & MR J. GINTY,E14 9SN,V012539,WATERSIDE DENTAL HEALTH,E14 9SN,NA,NA,NA,NA,NA,TRUE
202310,7238430002,MR JR BURGESS,CH60 0BY,V008285,CHILDREN'S DENTAL SURGERY,CH60 0BY,NA,NA,NA,NA,TRUE,FALSE
202310,6799330001,RUSSELL STREET DENTAL PRACTICE PARTNERSHIP,ST13 5JF,V007614,RUSSELL STREET DENTAL PRACTICE,ST13 5JF,NA,NA,NA,NA,TRUE,FALSE
202310,6834340001,MR F BASSEGHI,IG2 6JE,V002496,DENTAL SURGERY,IG2 6JE,NA,NA,NA,NA,TRUE,FALSE
202310,1539740001,TARRING DENTAL LTD,BN14 7LG,V001412,DENTAL SURGERY,BN14 7LG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8332150001,MRS A SIMPKINS,BN1 1AG,V000522,DUKE STREET (DENTAL SURGERY),BN1 1AG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1010030000,DCAS OUT OF HOURS,NE15 8NY,V056529,NORTH EAST AMBULANCE SERVICE NHS FT,NE15 8NY,NA,NA,NA,NA,NA,TRUE
202310,9164120001,MR MS LEE,WC2H 7BA,V003744,LEICESTER SQUARE DENTAL CLINIC,WC2H 7BA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8410480003,MR CG HARDMAN,GL7 2NW,V004654,DENTAL SURGERY,GL7 2NW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7621990001,VESTA DENTAL CARE (PARTNERSHIP),RG1 7AQ,V043628,ZENITH HOUSE,RG1 7AQ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,3082420001,DR BALAJI,MK18 1RS,V000327,DENTAL SURGERY,MK18 1RS,NA,NA,NA,NA,TRUE,FALSE
202310,3063390001,MR P VOHRA,HA1 4TB,V008987,DENTAL SURGERY,HA1 4TB,NA,NA,NA,NA,TRUE,FALSE
202310,9599010001,PEAK SMILES STUDIO PARTNERSHIP,S45 9PE,V007724,PEAK SMILE STUDIO LTD,S45 9PE,NA,NA,NA,TRUE,FALSE,FALSE
202310,1444010001,BERKELEY CLINIC,WD3 7DE,V008684,BERKELEY CLINIC,WD3 7DE,NA,NA,NA,NA,TRUE,FALSE
202310,1993970001,STOKE BISHOP DENTAL CENTRE,BS9 1EW,V007131,DENTAL SURGERY,BS9 1EW,NA,NA,NA,NA,TRUE,FALSE
202310,8100100001,MR RN HARDING,RH10 6JD,V001553,R N HARDING AND ASSOCIATES,RH10 6JD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1770320001,ORCHARD HOUSE DENTAL CARE,DL7 8HD,V006950,ORCHARD HOUSE DENTAL CARE,DL7 8HD,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1441850001,BOXMOOR HOUSE DENTAL PRACTICE,HP3 9BE,V008008,LONDON ROAD (DENTAL SURGERY),HP3 9BE,NA,NA,NA,TRUE,FALSE,FALSE
202310,2100640002,MR PE FROUD,BA20 1TG,V004441,HENDFORD DENTAL SURGERY,BA20 1TG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2354740001,MR MS COLLINSON,FY2 9DZ,V002572,CARO COLLINSON AND VIRDEE,FY2 9DZ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1823890001,MR W HERATH,ST20 0EX,V006659,GNOSALL DENTAL PRACTICE,ST20 0EX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6776120001,MR S ALLAN,BB11 2RU,V005503,DENTAL CARE CENTRE,BB11 2RU,NA,NA,NA,NA,TRUE,FALSE
202310,8139070001,DR R JANJUA & DR H MEHBOOB,LE11 3NP,V008036,DENTAL SURGERY,LE11 3NP,NA,NA,NA,NA,TRUE,FALSE
202310,7610440001,"ROBERT A.MICHAEL DAVIDSON,REBECCA SADLER,CATHERINE TANNAHILL",NE20 9BD,V003743,HIGGINS & WINTER,NE20 9BD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5759760001,"RAVI GOEL, RIAZ HASSAN",MK40 2PN,V006445,BEDFORD DENTAL SURGERY,MK40 2PN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1502070001,CHURCH HOUSE DENTAL PRACTICE LIMITED,BN43 5DQ,V001383,CHURCH HOUSE DENTAL PRACTICE,BN43 5DQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1728630001,SOUTHWOODS DENTAL PRACTICE LTD,BA20 2QG,V004457,SOUTHWOODS DENTAL PRACTICE,BA20 2QG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9232570002,MISS LD BREEZE,GL7 2NW,V004654,DENTAL SURGERY,GL7 2NW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7393750001,RESTORE 32 DENTAL PRACTICE,YO10 4BQ,V007732,HOLBROOK DENTAL PRACTICE,YO10 4BQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9169940001,DENTAL HEALTHCARE DENTAL PARTNERSHIP,RH12 5PJ,V001795,DENTAL SURGERY,RH12 5PJ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1482450001,DONOVAN'S DENTAL PRACTICE LIMITED,GU28 0BE,V009596,DONOVANS DENTAL PRACTICE,GU28 0BE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8111570001,MISS DE ALLEN,RH10 3DG,V001250,WORTH PARK DENTAL CLINIC,RH10 3DG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1243380001,"WOOD, BRYANT & COYLE",NR31 6RQ,V000809,HIGH STREET (DENTAL PRACTICE),NR31 6RQ,NA,NA,NA,NA,TRUE,FALSE
202310,5580440003,RAVI GANATRA,HA5 2AA,V347064,PINNER GREEN DENTAL CLINIC,HA5 2AA,NA,NA,NA,NA,TRUE,FALSE
202310,1095250006,LIVERPOOL DENTAL DIRECTORATE,L20 3RF,V011810,COMMUNITY DENTAL CLINIC,L20 3RF,NA,NA,NA,NA,NA,TRUE
202310,1875690001,SMILE FOR LIFE LTD,TR1 3JJ,V001088,RICHMOND DENTAL PRACTICE,TR1 3JJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6852400001,MR OC GUY,GL7 2NW,V004654,DENTAL SURGERY,GL7 2NW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1222970001,MAKHANI AND MAKHANI,HP9 2LS,V000744,54 PENN ROAD (DENTAL PRACTICE),HP9 2LS,NA,NA,NA,NA,TRUE,FALSE
202310,9314380001,MR JS HEER,CV4 8DU,V006915,J H DENTAL SURGERY,CV4 8DU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2156940001,MISS SL CARO,FY8 1PE,V000303,DENTAL SURGERY,FY8 1PE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7697970001,MR FJ PEROLD,PO8 8XJ,V003583,COWPLAIN DENTAL PRACTICE,PO8 8XJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6738540001,MR MR PARROTT,BD3 8EL,V002174,LEEDS ROAD DENTAL PRACTICE,BD3 8EL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1331830001,HEATH DENTAL SUITE,GU51 4PE,V001756,HEATH DENTAL PRACTICE,GU51 4PE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9462060001,MR S GOVENDER,CO1 2QX,V247583,DENTOWORLD,CO1 2QX,NA,NA,NA,NA,TRUE,FALSE
202310,9083120001,PRIYA SANGHVI-PATEL,NN8 4UF,V026782,REDHILL DENTAL CARE,NN8 4UF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2325130001,MR AF SINGLETON,SY8 1DB,V013790,SUITE 2B (DENTAL SURGERY),SY8 1DB,NA,NA,NA,TRUE,FALSE,FALSE
202310,3311200001,MR GM WHITTINGHAM,PO8 8XJ,V003583,COWPLAIN DENTAL PRACTICE,PO8 8XJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7399010001,MR PD THORNHILL,BH8 9UG,V002552,THORNHILL DENTAL PRACTICE,BH8 9UG,NA,NA,NA,NA,TRUE,FALSE
202310,9209240001,MR JM STOKES,NR1 1LX,V000817,10-12 CATHEDRAL STREET (DENTAL SURGERY),NR1 1LX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2394370001,MR JT DOWNEY,RH4 3HR,V002858,ARUNDEL LODGE DENTAL SURGERY,RH4 3HR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9149400001,MR JL RUPARELIA,TN13 1DH,V004426,J R DENTAL PRACTICE,TN13 1DH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1975560001,M SEHAT,GU26 6LD,V005999,ABERDEEN HOUSE DENTAL PRACTICE,GU26 6LD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3279480001,THE HAZELWOOD DENTAL PRACTICE,N13 5EZ,V236280,HAZELWOOD LANE (DENTAL SURGERY),N13 5EZ,NA,NA,NA,NA,TRUE,FALSE
202310,8077290001,THE QUEENS DENTAL PRACTICE,IG9 5BZ,V006322,THE QUEENS DENTAL PRACTICE,IG9 5BZ,NA,NA,NA,NA,TRUE,FALSE
202310,2216430002,KHUSH SHAH AND RIA PATEL,WD6 2BX,V006928,DENTAL SURGERY,WD6 2BX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7463200002,MR C SHETH,HA7 4AR,V007258,DENTAL SURGERY,HA7 4AR,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1906670001,RAINFORD DENTAL SURGERY LIMITED,WA11 8QL,V042429,RAINFORD DENTAL SURGERY LTD,WA11 8QL,NA,NA,NA,NA,NA,TRUE
202310,8128890001,MISS CATHERINE TURNER AND MR DAVID PATTINSON,KT20 7XB,V135784,WALTON DENTAL PRACTICE,KT20 7XB,NA,NA,NA,NA,NA,TRUE
202310,2991540001,MR C KHELA,PE6 8HA,V008406,HIGH LOCK DENTAL PRACTICE,PE6 8HA,NA,NA,NA,NA,TRUE,FALSE
202310,1519550001,REDCLIFFE DENTAL PRACTICE,CH64 9XF,V006249,REDCLIFFE DENTAL PRACTICE,CH64 9XF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5753050001,THE LOUGHTON DENTAL CENTRE LIMITED,IG10 4HT,V012681,LOUGHTON DENTAL CENTRE,IG10 4HT,NA,NA,NA,NA,TRUE,FALSE
202310,1755360001,DR B PATEL,HA5 4DS,V007261,HATCH END DENTAL PRACTICE,HA5 4DS,NA,NA,NA,NA,TRUE,FALSE
202310,5659890001,WETHERAL DENTAL PRACTICE,CA4 8JF,V004495,PLEASANT VIEW (DENTAL SURGERY),CA4 8JF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2204500001,MS R E MOSS,LE11 3DU,V009013,GRANBY HOUSE DENTAL PRACTICE,LE11 3DU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1012810085,OASIS DENTAL CARE LTD,BS8 4HU,V029084,BOYCES BUILDING 40-42 DENTAL PRACTICE,BS8 4HU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9116580001,PORTMAN MAIDENHEAD PARTNERSHIP,SL6 1QZ,V042732,PORTMAN DENTALCARE,SL6 1QZ,NA,NA,NA,NA,NA,TRUE
202310,1940850001,PEZO LTD,DT4 7JR,V000265,GREENHILL DENTAL PRACTICE,DT4 7JR,NA,NA,NA,NA,TRUE,FALSE
202310,1824000001,MIELIE LTD,DT4 7JR,V000265,GREENHILL DENTAL PRACTICE,DT4 7JR,NA,NA,NA,NA,TRUE,FALSE
202310,1741220001,PHOENIX ORTHODONTIC PRACTICE,E6 5LX,V003202,PHOENIX ORTHODONTIC PRACTICE,E6 5LX,NA,NA,NA,TRUE,FALSE,FALSE
202310,7522310001,DR R JANJUA AND DR H MEHBOOB,LE11 3NP,V008036,DENTAL SURGERY,LE11 3NP,NA,NA,NA,NA,TRUE,FALSE
202310,9155640001,MR JM PATEL,RG31 5HY,V005670,J PATEL DENTAL SURGERY,RG31 5HY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3670010002,DR NINA KHAIRA,TR2 5UJ,V009309,BEACH HALL DENTAL SURGERY,TR2 5UJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7737270001,WOLSELEY PLACE PARTNERSHIP,TN24 8UL,V003296,WOLSELEY DENTAL PRACTICE,TN24 8UL,NA,NA,NA,NA,TRUE,FALSE
202310,1011620000,MR RA SILVESTER,W1U 4JD,V007709,MARYLEBONE DENTAL PRACTICE,W1U 4JD,NA,NA,NA,NA,NA,TRUE
202310,9201260001,SULEIMAN & PARVIZI DENTAL PARTNERS,SW19 1LY,V004611,MERTON DENTAL CENTRE,SW19 1LY,NA,NA,NA,NA,TRUE,FALSE
