YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2A_DELIVERED, BAND_2B_DELIVERED, BAND_2C_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
202307,"QRL","Hampshire and Isle Of Wight ICB",1000890000,"Hilsea Dental Care Ltd","PO2 9HE","E01017087",17002,437776.28,360.4,0,0,58,41,10,1,8,22,1,735,2321,437776.28
202307,"QYG","Cheshire and Merseyside ICB",1000960000,"Care (Lancashire) Ltd","L20 3EF","E01007009",24000,720697.85,264.6,0,0,0,15,18,18,0,3,0,344,691,720697.85
202307,"QT1","Nottingham and Nottinghamshire ICB",1001010000,"Brookview Dental Care","LE12 6JG","E01028387",1000,33840.72,70.6,0,0,24,11,2,0,0,3,0,201,175,33840.72
202307,"QT1","Nottingham and Nottinghamshire ICB",1001030000,"Dr H S Thiara, Mrs R K Mattu","NG5 7ED","E01028209",7997,315146.42,916.6,0,0,208,82,48,2,14,33,1,414,1952,315146.42
202307,"QOQ","Humber and North Yorkshire ICB",1001050000,"Dental Logic Limited","HU10 7AA","E01013117",8624,240159.58,626.4,0,0,292,67,9,0,5,22,2,747,2884,240159.58
202307,"QT1","Nottingham and Nottinghamshire ICB",1001090000,"Whitecross Dental Care Limited","LE12 6PG","E01028389",20000,576516.91,1548.2,0,0,621,114,23,6,31,46,1,1987,4693,576516.91
202307,"QWO","West Yorkshire ICB",1001110000,"Bodental Practice","BD23 1RU","E01027581",670,19105.27,107.8,0,0,50,8,1,0,2,4,1,361,35,19105.27
202307,"QYG","Cheshire and Merseyside ICB",1001220000,"The Old Surgery Dental Practice Ltd","CW1 5EQ","E01018501",3300,202638.39,118,0,0,15,31,2,0,0,0,0,,347,202638.39
202307,"QMM","Norfolk and Waveney ICB",1001280000,"Rookwood Dental Practice","NR17 2BN","E01026449",3939,116518.17,235.6,0,0,80,29,1,0,4,13,0,493,997,116518.17
202307,"QOP","Greater Manchester ICB",1001340000,"REVIVE DENTAL CARE LIMITED","M4 6EE","E01033663",5509,372586.75,225,0,0,26,17,8,0,7,20,0,163,859,372586.75
202307,"QOQ","Humber and North Yorkshire ICB",1001350000,"MR N TIBREWAL","HG4 1QW","E01027707",16464,533258.29,1562,0,0,464,137,55,2,24,90,2,1021,3990,533258.29
202307,"QNQ","Frimley ICB",1001360000,"MR JS KAILA","GU15 2HT","E01030800",11191,333134.23,890.6,0,65.6,239,74,26,7,17,38,1,348,2450,333134.23
202307,"QWU","Coventry and Warwickshire ICB",1001380000,"Longfellow Road Partnership","CV2 5HB","E01009614",49397,1366127.43,4726.6,8,0,1231,390,146,2,102,306,3,3672,13145,1366127.43
202307,"QJ2","Derby and Derbyshire ICB",1001500000,"Brimington Dental Practice","S43 1AD","E01019534",21209,664390.38,1826.8,0,0,562,244,38,1,26,19,1,1379,5008,664390.38
202307,"QUA","Black Country ICB",1001620000,"Jandu Dental Surgery","DY8 1EJ","E01009856",7200,178239.97,95.4,0,0,20,3,8,0,2,2,0,113,499,178239.97
202307,"QUA","Black Country ICB",1001640000,"Princes End Dental Practice","DY4 0UB","E01010033",4890,137443.29,526.6,0,0,86,18,32,1,17,13,0,808,694,137443.29
202307,"QHL","Birmingham and Solihull ICB",1001650000,"Family Dental Centre Partnership","B44 8LD","E01009230",17884,580002.36,1275,1,0,442,99,22,1,28,70,2,1569,4518,580002.36
202307,"QNX","Sussex ICB",1001670000,"ABC Dental Surgery Ltd","BN2 3LD","E01016890",13371,391652.76,1214.8,0,0,208,157,39,0,25,34,1,770,1821,391652.76
202307,"QHM","North East and North Cumbria ICB",1001720000,"No.1 Victoria Terrace Ltd","NE15 9EL","E01008405",5140,131551.17,439,0,0,83,56,16,0,9,0,0,327,857,131551.17
202307,"QHL","Birmingham and Solihull ICB",1001730000,"Hilltop Dental Spa","B31 2QT","E01009206",23164,730147.52,1936.6,0,0,641,157,41,3,39,108,1,1693,5952,730147.52
202307,"QMF","North East London ICB",1001750000,"Nilesh Patel","E20 1BX","E01033583",18000,523580.33,925.4,0,0,265,74,14,0,13,177,0,1575,3581,523580.33
202307,"QUA","Black Country ICB",1001760000,"Mr S Merali","B64 7HU","E01009956",1700,45510.69,104.2,0,0,38,8,1,0,3,1,0,277,150,45510.69
202307,"QJ2","Derby and Derbyshire ICB",1001800000,"Chaddesden Dental Practice","DE21 6PE","E01013507",21628,638754.95,1430.2,0,0,461,188,34,2,12,51,2,968,4100,638754.95
202307,"QJ2","Derby and Derbyshire ICB",1001910000,"Nationwide Healthcare - Normanton Road Family Dental Centre","DE23 6WD","E01013484",1,1.17,1.2,0,0,0,0,0,0,0,1,0,,12,1.17
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1001940000,"Chalfont St Peter Partnership","SL9 9AL","E01017755",1600,47341.48,126.4,0,0,32,13,2,1,3,2,0,448,212,47341.48
202307,"QJ2","Derby and Derbyshire ICB",1001950000,"TASK B LTD - T/A Dental Perfection","DE23 3TX","E01013541",10900,278745,727.8,0,0,270,70,21,0,11,9,0,910,2593,278745
202307,"QT1","Nottingham and Nottinghamshire ICB",1001960000,"Impressions Dental Care (Nottingham) Limited","NG16 2NH","E01028102",1354,37493.04,88.2,0,0,37,7,1,0,2,1,0,204,266,37493.04
202307,"QT1","Nottingham and Nottinghamshire ICB",1002050000,"Family Medical Centre (Green//Hanji)","NG3 2FW","E01013954",26057,808798.65,1660.4,1,0,343,129,38,2,48,107,3,1831,6166,808798.65
202307,"QE1","Lancashire and South Cumbria ICB",1002060000,"Genix Healthcare Ltd","LA4 6ND","E01025164",19500,540521.55,1129,0,0,369,141,32,2,9,45,1,1891,3653,540521.55
202307,"QMF","North East London ICB",1002070000,"Preventdent Limited","E3 5ED","E01004226",20367,811585.49,1468.8,0,0,517,129,40,0,23,74,0,3027,3674,811585.49
202307,"QT1","Nottingham and Nottinghamshire ICB",1002110000,"Rivergreen Dental Practice","NG11 8AD","E01013897",14929,445002.98,1185.2,0,0,188,193,39,1,12,36,7,862,3133,445002.98
202307,"QJM","Lincolnshire ICB",1002190000,"Community Dental Services CIC","PE25 2BX","E01026384",3000,1369065.6,475.2,1,0,169,35,19,0,2,6,3,410,1163,1369065.6
202307,"QE1","Lancashire and South Cumbria ICB",1002200000,"Genix Healthcare Ltd","LA4 6ND","E01025164",9780,271092.34,34.6,0,0,7,3,0,0,1,3,0,37,127,271092.34
202307,"QHG","Bedfordshire, Luton and Milton Keynes ICB",1002320000,"Sunita Naidoo, Rahendra Naidoo, Raahil Naidoo and Saroshen N","MK40 3HU","E01017469",7404,219602.55,613.4,0,238,197,42,21,3,12,17,0,918,2394,219602.55
202307,"QOC","Shropshire, Telford and Wrekin ICB",1002330000,"Willow Street Dental Practice","SY11 1AD","E01028906",2110,62972.38,104,0,0,66,9,1,0,0,5,0,687,230,62972.38
202307,"QJ2","Derby and Derbyshire ICB",1002360000,"AJ Moore & Associates","NG10 4ER","E01019652",56788,1672886.72,3158,3,16.2,921,340,86,4,51,116,8,2081,11681,1672886.72
202307,"QJ2","Derby and Derbyshire ICB",1002380000,"Heanor Dental Practice","DE75 7DT","E01019436",25773,890263.08,1950.8,0,0,682,219,46,2,23,64,4,1650,6446,890263.08
202307,"QUA","Black Country ICB",1002670000,"Dudley Road Dental Practice","WV2 3DN","E01010428",33459,1025404.09,2117.8,0,0,494,214,84,2,37,79,7,2376,4658,1025404.09
202307,"QT1","Nottingham and Nottinghamshire ICB",1002710000,"Peterson, Carr & Towlerton","NG25 0DN","E01028346",3100,81752.25,167.6,0,0,119,8,3,0,0,8,0,604,261,81752.25
202307,"QJ2","Derby and Derbyshire ICB",1003050000,"New Whittington Dental Practice","S43 2AH","E01019529",11213,414698.82,739.6,0,0,182,99,19,0,10,38,0,606,2567,414698.82
202307,"QNQ","Frimley ICB",1003130000,"OPTIMA CARE (MAIDENHEAD) Ltd","SL6 4DT","E01016537",7000,205162.04,346.6,0,287.4,80,32,13,0,6,28,0,1025,2021,205162.04
202307,"QT1","Nottingham and Nottinghamshire ICB",1003150000,"Tuckley and Seton","NG9 2BD","E01028075",2346,70047.75,210,0,0,107,22,5,0,0,10,0,1083,90,70047.75
202307,"QT1","Nottingham and Nottinghamshire ICB",1003160000,"Dr Mandeep Hampson","NG3 6LH","E01028163",17825,455374.94,1284.6,0,0,293,117,38,6,28,58,5,990,4417,455374.94
202307,"QJ2","Derby and Derbyshire ICB",1003190000,"Nationwide Healthcare Providers Ltd","DE55 4LP","E01019468",1,1.17,9.4,0,0,1,0,0,0,0,7,0,1,16,1.17
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1003220000,"Mr F Tahir","RG40 3RB","E01016640",13000,349553.86,1060.4,0,0,505,86,29,0,9,37,0,1436,2322,349553.86
202307,"QNQ","Frimley ICB",1003230000,"Mr F Tahir","SL3 9EN","E01016564",12351,323337.61,880.8,0,0,355,114,13,0,5,49,0,1205,2495,323337.61
202307,"QNC","Staffordshire and Stoke-on-Trent ICB",1003240000,"Hughes & Owen Dental Care","DE14 3QZ","E01032898",1250,30115.62,88.2,0,0,61,7,1,0,0,1,0,479,59,30115.62
202307,"QKS","Kent And Medway ICB",1003250000,"Mr Waguih Maher Bishay","ME1 1HB","E01016110",3567,248227.37,287,0,0,1,52,26,0,0,0,0,23,449,1
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1003330000,"Dentalcare Limited","RG8 7LU","E01016314",14000,378886.01,355,0,0,25,53,15,0,7,10,0,424,2718,378886.01
202307,"QJ2","Derby and Derbyshire ICB",1003340000,"Chapel Dental Care","SK23 0EZ","E01019720",17496,907458.36,1247.4,0,0,441,131,31,3,15,47,4,1315,4223,907458.36
202307,"QJ2","Derby and Derbyshire ICB",1003350000,"Chapel Dental Care","SK23 0EZ","E01019720",0,1.17,,,,,,,,,,,,9,1.17
202307,"QPM","Northamptonshire ICB",1003450000,"Oradi Ltd.","NN8 4PW","E01027349",52783,1501302.45,1258.4,0,0,408,126,12,2,27,62,0,1706,7571,1501302.45
202307,"QNC","Staffordshire and Stoke-on-Trent ICB",1003460000,"Burton Family Dental Practice","DE13 0NU","E01029434",2675,66754.73,269.4,0,0,198,14,3,0,1,2,0,1297,106,66754.73
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1003470000,"PURESMILE EARLEY LTD","RG6 7HT","E01016668",14000,374325.03,716,0,0,196,88,20,0,7,60,0,1177,2566,374325.03
202307,"QH8","Mid and South Essex ICB",1003480000,"E Harunani, M Kanani & M N Harunani","CO5 9JT","E01021402",15247,380153.19,1053.4,1,0,233,63,70,4,19,22,0,1104,3324,380153.19
202307,"QH8","Mid and South Essex ICB",1003490000,"E Harunani, M Kanani & M N Harunani","CM9 5BS","E01021890",17247,436153.19,1508.8,0,0,244,75,45,0,58,99,0,799,2913,436153.19
202307,"QK1","Leicester, Leicestershire and Rutland ICB",1003510000,"JDRM Dental Care Ltd","LE67 3WD","E01025930",15509,415032.81,1038.8,1,0,395,79,28,1,16,54,4,1165,3741,415032.81
202307,"QJM","Lincolnshire ICB",1003520000,"OASIS DENTAL CARE LTD","NG34 7TW","E01026232",47000,1374235.47,739.8,0,0,75,85,12,1,18,89,6,591,3421,1374235.47
202307,"QJM","Lincolnshire ICB",1003530000,"Ishak Practices Limited","LN11 9ET","E01026089",20700,626202.08,2170.4,0,0,644,236,51,3,36,92,0,1514,5029,626202.08
202307,"QJM","Lincolnshire ICB",1003540000,"Ishak Practices Limited","LN6 8RZ","E01026141",25500,773188.52,1842.8,0,0,595,174,41,6,31,89,0,2147,5198,773188.52
202307,"QJM","Lincolnshire ICB",1003550000,"Ishak Practices Limited","DN21 2HD","E01026379",27308,826102.71,1358.8,0,0,382,186,18,0,19,84,0,1539,6253,826102.71
202307,"QK1","Leicester, Leicestershire and Rutland ICB",1003560000,"Ishak Practices Limited","LE7 2HA","E01025756",10000,277497.57,519.2,0,0,299,27,0,0,10,16,0,922,2753,277497.57
202307,"QJK","Devon ICB",1003570000,"Peninsula Dental School","PL1 4JZ","E01015047",1,1148618.9,50,0,0,17,11,0,0,0,0,0,,96,1148618.9
202307,"QRV","North West London ICB",1003580000,"Dr Jeet Parekh and Mrs Mala Parekh","W2 3RX","E01004695",6000,188224.27,298.4,0,0,74,21,9,0,9,7,0,231,1232,188224.27
202307,"QKS","Kent And Medway ICB",1003590000,"Medway Dental Care Ltd","ME5 0TX","E01016173",6671,191877.4,249,0,0,121,29,2,1,2,0,0,832,1683,191877.4
202307,"QT1","Nottingham and Nottinghamshire ICB",1003700000,"Ishak Practices Limited","NG6 9DQ","E01013891",19000,589807.42,817.8,0,0,220,97,10,0,20,14,0,1115,2271,589807.42
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1003740000,"MR AF RAI","HP5 3EZ","E01017781",15000,365458.39,648.8,1,0,261,55,15,0,9,29,0,831,2401,365458.39
202307,"QT1","Nottingham and Nottinghamshire ICB",1003760000,"Rodericks Dental Limited","NG8 4PN","E01013868",16500,504372.36,1083,0,0,195,181,22,1,15,40,0,1056,2302,504372.36
202307,"QT1","Nottingham and Nottinghamshire ICB",1003770000,"Rodericks Dental Limited","NG6 8ET","E01013885",20500,612302.61,1074.2,0,0,176,81,74,0,22,16,2,938,2119,612302.61
202307,"QT1","Nottingham and Nottinghamshire ICB",1003820000,"Carlton Dental Care Limited","NG4 1JB","E01028160",0,120340.71,378,0,0,13,115,4,0,0,0,0,1,899,.71
202307,"QT1","Nottingham and Nottinghamshire ICB",1003830000,"MR KS MISSAN","NG2 6HT","E01028374",0,33465.71,93,0,0,0,31,0,0,0,0,0,,260,.71
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1003940000,"Puresmile Marlow","SL7 3AN","E01017891",12000,292925.74,462.8,0,0,158,59,9,0,4,29,0,1144,2206,292925.74
202307,"QWU","Coventry and Warwickshire ICB",1003950000,"MR NJ GIBB","CV32 4LY","E01033253",15000,414501.1,1237,0,0,436,90,21,4,22,110,2,1585,4870,414501.1
202307,"QGH","Herefordshire and Worcestershire ICB",1003970000,"MR A PANDEY","DY11 7BQ","E01032470",26200,641688.41,2017.8,0,0,432,173,61,5,52,84,2,1745,5556,641688.41
202307,"QGH","Herefordshire and Worcestershire ICB",1003990000,"Malvern Spring Dental Practice Ltd","WR14 1AJ","E01032196",5000,122168.75,311.4,0,0,67,26,4,0,12,2,0,377,261,122168.75
202307,"QUA","Black Country ICB",1004040000,"New Road Dental Practice","WV13 2DA","E01010404",2000,48185,91,0,0,35,7,7,0,0,0,0,366,115,48185
202307,"QUA","Black Country ICB",1004050000,"Ravinder Kumar t/a OHC Dental Practice","B69 4DX","E01010017",6000,150093.04,362.2,0,0,48,28,23,0,9,6,0,426,1015,150093.04
202307,"QGH","Herefordshire and Worcestershire ICB",1004060000,"Gentle Dental Care (DROITWICH)LTD","WR9 8EF","E01032359",13850,354509.32,1025.4,0,0,347,75,47,0,14,42,0,1306,3292,354509.32
202307,"QGH","Herefordshire and Worcestershire ICB",1004070000,"Gentle Dental Care (EVESHAM)LTD","WR5 2DL","E01032285",17200,432738.07,24,0,0,0,4,0,0,1,0,0,1034,2827,432738.07
202307,"QGH","Herefordshire and Worcestershire ICB",1004080000,"Gentle Dental Care (WORCESTER)LTD","WR5 2DL","E01032285",30000,754775.68,1505.2,5,0,448,158,22,1,29,97,4,2255,5514,754775.68
202307,"QE1","Lancashire and South Cumbria ICB",1004210000,"Dr D Hammond","FY1 3ER","E01012737",0,130166.27,,,,,,,,,,,,,31135.1
202307,"QT1","Nottingham and Nottinghamshire ICB",1004280000,"JDSP Dental Limited","NG12 5AA","E01028383",0,15200.71,63,0,0,3,20,0,0,0,0,0,1,94,.71
202307,"QGH","Herefordshire and Worcestershire ICB",1004300000,"MR T MOODLEY","B97 5SF","E01032270",10000,253063.83,516.8,0,185.2,205,42,5,0,11,24,0,623,1664,253063.83
202307,"QGH","Herefordshire and Worcestershire ICB",1004310000,"OASIS DENTAL CARE LTD","B97 4RH","E01032238",16078,392845.81,887.6,0,0,152,86,38,1,19,43,1,843,2924,392845.81
202307,"QWU","Coventry and Warwickshire ICB",1004350000,"MR DJ LANGMAN","CV37 6LW","E01031234",5000,142530.19,581.2,0,0,175,79,5,5,6,31,0,182,1492,142530.19
202307,"QJ2","Derby and Derbyshire ICB",1004400000,"Rodericks Dental Ltd","DE56 1WN","E01019407",0,19735.71,57,0,0,1,17,1,0,0,0,0,1,152,.71
202307,"QJ2","Derby and Derbyshire ICB",1004440000,"Etwall Dental Practice Ltd (IMOS)","DE65 6LP","E01019840",0,120260.71,362.2,0,0,11,105,7,0,0,1,0,5,609,.71
202307,"QF7","South Yorkshire ICB",1004450000,"Dental Directions","S5 8BE","E01008123",1,1.17,348.4,0,0,67,24,3,0,15,12,0,338,587,1.17
202307,"QJ2","Derby and Derbyshire ICB",1004470000,"Stephen Shaffery -The Dove Dental","DE1 2GJ","E01013480",0,35200.71,163,0,0,0,45,5,0,0,0,0,1,326,.71
202307,"QT1","Nottingham and Nottinghamshire ICB",1004480000,"The Ropewalk Dental","NG1 5DW","E01032522",0,43455.71,201,0,0,0,47,12,0,0,0,0,,272,.71
202307,"QWU","Coventry and Warwickshire ICB",1004490000,"Neha Sadhev","CV37 8TA","E01031212",8000,228048.32,539.8,0,0,163,72,12,0,6,24,0,718,1682,228048.32
202307,"QGH","Herefordshire and Worcestershire ICB",1004500000,"OASIS DENTAL CARE LTD","HR9 5HB","E01014066",6000,153583.56,,,,,,,,,,,23,164,153583.56
202307,"QUA","Black Country ICB",1004590000,"Richmond House Dental Practice","DY8 4BU","E01009731",8918,295566.66,593,0,0,177,38,10,0,18,30,0,654,2030,295566.66
202307,"QUA","Black Country ICB",1004630000,"MR SB MAHALEKAM","WS3 1BZ","E01010283",2000,48185,225,0,0,26,11,8,0,9,15,1,201,431,48185
202307,"QUA","Black Country ICB",1004650000,"Dr Sapna Hanji Chandrashekar","WS1 1QJ","E01010371",2000,50682.58,165.4,0,0,43,22,6,0,2,2,0,177,393,50682.58
202307,"QK1","Leicester, Leicestershire and Rutland ICB",1004660000,"Bowling Green Dental Care Ltd","LE3 2FU","E01032867",13558,386476.42,1101.4,0,0,292,94,33,0,25,52,0,1012,3157,386476.42
202307,"QJ2","Derby and Derbyshire ICB",1004670000,"Derby Raynesway Partnership","DE24 0DW","E01013477",631,22203.19,67.4,1,0,24,6,0,0,2,2,0,315,181,22203.19
202307,"QNQ","Frimley ICB",1004720000,"Rodericks Dental Limited","SL6 9BR","E01016532",18000,533209.16,1275.8,1,0,477,123,30,0,19,44,0,1581,4546,533209.16
202307,"QNX","Sussex ICB",1004760000,"Jayne Withinshaw Limited","RH20 2BP","E01031662",4950,138644.06,306.8,0,0,116,40,1,0,4,14,1,548,1138,138644.06
202307,"QNX","Sussex ICB",1004770000,"Knights Dental Surgery Limited","PO21 5HG","E01031406",1140,34075.32,37.4,0,0,21,3,1,0,0,2,0,222,55,34075.32
202307,"QK1","Leicester, Leicestershire and Rutland ICB",1004780000,"Rodericks Dental Limited","LE4 1ET","E01013619",13122,394207.09,1053.2,0,227.6,338,114,38,0,9,61,2,1664,3570,394207.09
202307,"QRV","North West London ICB",1004850000,"Harrow Road Dental Practice","W9 3RA","E01004755",3000,92100.37,165,0,0,82,9,4,0,3,0,0,221,282,92100.37
202307,"QOC","Shropshire, Telford and Wrekin ICB",1004860000,"New Park House Dental Centre","SY3 7FA","E01028984",3750,118946.06,214.6,5,0,131,18,4,0,1,3,0,951,366,118946.06
202307,"QRV","North West London ICB",1004880000,"Sharareh Naghibi and Barry Lanesman","W2 3PH","E01004694",6000,178618.9,354,0,0,11,6,18,1,19,0,0,3,1037,178618.9
202307,"QWO","West Yorkshire ICB",1004900000,"Mr Imtiaz Khajwal","HD8 9HR","E01011110",6899,227330.03,424.4,3,0,115,45,14,1,7,13,0,399,1691,227330.03
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1005060000,"Rodericks Dental Limited","HP12 4JN","E01017912",13759,415746.04,1078.6,0,0,241,86,66,0,16,48,0,1650,3259,415746.04
202307,"QU9","Buckinghamshire, Oxfordshire and Berkshire West ICB",1005080000,"Aspire Dental Care Limited","HP7 9PH","E01017775",12000,350779.15,941.2,0,0,268,71,17,1,25,56,1,1074,2912,350779.15
202307,"QYG","Cheshire and Merseyside ICB",1005210000,"Wirral Community Trust","CH46 2QQ","E01007204",5355,187802.73,271.6,0,0,32,32,7,0,8,8,0,316,711,187802.73
202307,"QOP","Greater Manchester ICB",1005540000,"Shaw Family Dental Practice Partnership","OL2 8NH","E01005447",29628,1033582.86,1877.8,0,0,518,134,88,3,30,114,0,1881,5182,1033582.86
202307,"QT1","Nottingham and Nottinghamshire ICB",1005550000,"Southwell Dental Care","NG25 0BH","E01028346",1,1.15,,,,,,,,,,,,,1.15
202307,"QWE","South West London ICB",1005720000,"The Royal Hospital for Neuro-disability Dental Practice","SW15 3SW","E01004628",1,187286.8,,,,,,,,,,,,,187286.8
202307,"QNC","Staffordshire and Stoke-on-Trent ICB",1005740000,"Primecare Oral Heatlh Services Ltd","ST4 1AT","E01014293",24816,724272.11,2229.6,0,0,387,225,77,11,51,78,0,1504,5439,724272.11
202307,"QOQ","Humber and North Yorkshire ICB",1005940000,"The Dental Design Studio","DN16 2AA","E01013316",13000,377990.1,468.8,0,0,109,40,11,0,14,14,0,1217,2062,377990.1
202307,"QNQ","Frimley ICB",1005960000,"Dr Paul Nicholas Mamak","GU16 6LE","E01030770",2904,84111.5,288.8,0,0,64,33,12,1,4,9,0,479,481,84111.5
202307,"QUA","Black Country ICB",1006000000,"New Light DA Limited","WS8 6EQ","E01010306",2000,51194.53,8.2,0,0,1,2,0,0,0,1,0,88,299,51194.53
202307,"QRV","North West London ICB",1006030000,"Ramesh Siva","SW1V 3HD","E01004668",7000,201747.39,640.2,0,0,89,67,16,5,14,56,0,604,1879,201747.39
202307,"QOP","Greater Manchester ICB",1006060000,"REVIVE DENTAL CARE LIMITED","M3 6BZ","E01032906",5495,164373.38,118,0,0,30,6,8,0,2,5,0,279,1228,164373.38
202307,"QOP","Greater Manchester ICB",1006070000,"R Rattan & M Naylor Partnership","BL3 1HH","E01004911",5342,164373.38,147,0,0,5,13,6,1,4,15,0,463,804,164373.38
202307,"QR1","Gloucestershire ICB",1006160000,"Rodericks Dental Limited","GL52 2LZ","E01022102",24000,690238.39,1005.4,0,0,340,97,14,5,15,67,0,1186,4219,690238.39
202307,"QRV","North West London ICB",1006170000,"S & Y Golar","W2 3BP","E01004682",12000,371971.21,916,0,0,34,40,21,3,48,50,0,200,1604,371971.21
